pathway_id	brapa_gene	arabidopsis_agi	symbol
ath04517	Bra016477	AT1G20090	ROP2
ath04518	Bra016477	AT1G20090	ROP2
ath04519	Bra016477	AT1G20090	ROP2
ath04620	Bra016477	AT1G20090	ROP2
ath05100	Bra016477	AT1G20090	ROP2
ath00190	Bra016488	AT1G19910	AVA-P2
ath01100	Bra016488	AT1G19910	AVA-P2
ath04142	Bra016488	AT1G19910	AVA-P2
ath04145	Bra016488	AT1G19910	AVA-P2
ath00592	Bra016498	AT1G19640	JMT
ath01110	Bra016498	AT1G19640	JMT
ath00196	Bra016522	AT1G19150	Lhca6
ath01100	Bra016522	AT1G19150	Lhca6
ath04141	Bra016539	AT1G18830	AT1G18830
ath00520	Bra016552	AT1G18580	GAUT11
ath01100	Bra016552	AT1G18580	GAUT11
ath03430	Bra016569	AT1G18090	AT1G18090
ath03022	Bra016572	AT1G18040	CDKD1
ath03420	Bra016572	AT1G18040	CDKD1
ath02010	Bra016584	AT1G17840	ABCG11
ath04981	Bra016584	AT1G17840	ABCG11
ath03015	Bra016588	AT1G17760	CSTF77
ath00260	Bra016589	AT1G17745	PGDH
ath00270	Bra016589	AT1G17745	PGDH
ath01100	Bra016589	AT1G17745	PGDH
ath01110	Bra016589	AT1G17745	PGDH
ath01200	Bra016589	AT1G17745	PGDH
ath01230	Bra016589	AT1G17745	PGDH
ath00220	Bra016607	AT1G17290	AlaAT1
ath00250	Bra016607	AT1G17290	AlaAT1
ath00710	Bra016607	AT1G17290	AlaAT1
ath01100	Bra016607	AT1G17290	AlaAT1
ath01200	Bra016607	AT1G17290	AlaAT1
ath01210	Bra016607	AT1G17290	AlaAT1
ath01230	Bra016607	AT1G17290	AlaAT1
ath00514	Bra016609	AT1G17270	AT1G17270
ath00190	Bra016610	AT1G17260	AHA10
ath01100	Bra016610	AT1G17260	AHA10
ath04075	Bra016610	AT1G17260	AHA10
ath00480	Bra016615	AT1G17190	GSTU26
ath01100	Bra016615	AT1G17190	GSTU26
ath03410	Bra016645	AT1G15970	AT1G15970
ath00190	Bra016652	AT1G15700	ATPC2
ath00195	Bra016652	AT1G15700	ATPC2
ath01100	Bra016652	AT1G15700	ATPC2
ath03008	Bra016657	AT1G15440	PWP2
ath00740	Bra016683	AT1G14700	PAP3
ath01100	Bra016683	AT1G14700	PAP3
ath04142	Bra016683	AT1G14700	PAP3
ath03040	Bra016688	AT1G14650	AT1G14650
ath03010	Bra016706	AT1G14320	SAC52
ath00380	Bra016708	AT1G14130	AT1G14130
ath00592	Bra016735	AT1G13280	AOC4
ath01100	Bra016735	AT1G13280	AOC4
ath01110	Bra016735	AT1G13280	AOC4
ath00510	Bra016746	AT1G12990	AT1G12990
ath01100	Bra016746	AT1G12990	AT1G12990
ath00910	Bra016747	AT1G12940	NRT2.5
ath03015	Bra016748	AT1G12920	ERF1-2
ath04075	Bra016754	AT1G12820	AFB3
ath00052	Bra016757	AT1G12780	UGE1
ath00520	Bra016757	AT1G12780	UGE1
ath01100	Bra016757	AT1G12780	UGE1
ath01250	Bra016757	AT1G12780	UGE1
ath04142	Bra016770	AT1G12470	AT1G12470
ath04145	Bra016770	AT1G12470	AT1G12470
ath04148	Bra016770	AT1G12470	AT1G12470
ath04626	Bra016785	AT1G12220	RPS5
ath04130	Bra016806	AT1G11890	SEC22
ath04145	Bra016806	AT1G11890	SEC22
ath00563	Bra016807	AT1G11880	AT1G11880
ath01100	Bra016807	AT1G11880	AT1G11880
ath00620	Bra016811	AT1G11840	GLX1
ath01100	Bra016811	AT1G11840	GLX1
ath00500	Bra016812	AT1G11820	AT1G11820
ath01100	Bra016812	AT1G11820	AT1G11820
ath00400	Bra016813	AT1G11790	ADT1
ath01100	Bra016813	AT1G11790	ADT1
ath01110	Bra016813	AT1G11790	ADT1
ath01230	Bra016813	AT1G11790	ADT1
ath00900	Bra016815	AT1G11755	LEW1
ath01110	Bra016815	AT1G11755	LEW1
ath00500	Bra016818	AT1G11720	SS3
ath01100	Bra016818	AT1G11720	SS3
ath01110	Bra016818	AT1G11720	SS3
ath00260	Bra016829	AT5G28237	AT5G28237
ath00400	Bra016829	AT5G28237	AT5G28237
ath01100	Bra016829	AT5G28237	AT5G28237
ath01110	Bra016829	AT5G28237	AT5G28237
ath01230	Bra016829	AT5G28237	AT5G28237
ath03020	Bra016833	AT1G11475	NRPB10
ath03420	Bra016833	AT1G11475	NRPB10
ath03013	Bra016837	AT1G11400	PYM
ath03015	Bra016837	AT1G11400	PYM
ath04146	Bra016857	AT2G42770	AT2G42770
ath00620	Bra016866	AT2G42600	PPC2
ath00710	Bra016866	AT2G42600	PPC2
ath01100	Bra016866	AT2G42600	PPC2
ath01200	Bra016866	AT2G42600	PPC2
ath03030	Bra016894	AT2G42120	POLD2
ath03410	Bra016894	AT2G42120	POLD2
ath03420	Bra016894	AT2G42120	POLD2
ath03430	Bra016894	AT2G42120	POLD2
ath03440	Bra016894	AT2G42120	POLD2
ath04075	Bra016909	AT2G41860	CPK14
ath04626	Bra016909	AT2G41860	CPK14
ath00040	Bra016911	AT2G41850	PGAZAT
ath01100	Bra016911	AT2G41850	PGAZAT
ath03013	Bra016924	AT2G41620	AT2G41620
ath03040	Bra016929	AT2G41500	LIS
ath00940	Bra016930	AT2G41480	AT2G41480
ath01100	Bra016930	AT2G41480	AT2G41480
ath01110	Bra016930	AT2G41480	AT2G41480
ath03410	Bra016932	AT2G41460	ARP
ath04075	Bra016938	AT2G41370	BOP2
ath03020	Bra016940	AT2G41340	RPB5D
ath03420	Bra016940	AT2G41340	RPB5D
ath00630	Bra016948	AT2G41220	GLU2
ath00910	Bra016948	AT2G41220	GLU2
ath03040	Bra016954	AT2G41060	AT2G41060
ath03040	Bra016955	AT2G41020	AT2G41020
ath00564	Bra016977	AT2G40690	GLY1
ath01100	Bra016977	AT2G40690	GLY1
ath01110	Bra016977	AT2G40690	GLY1
ath00860	Bra016989	AT2G40490	HEME2
ath01100	Bra016989	AT2G40490	HEME2
ath01110	Bra016989	AT2G40490	HEME2
ath01240	Bra016989	AT2G40490	HEME2
ath04016	Bra017012	AT2G40330	PYL6
ath04075	Bra017012	AT2G40330	PYL6
ath00051	Bra017052	AT2G39770	CYT1
ath00520	Bra017052	AT2G39770	CYT1
ath00541	Bra017052	AT2G39770	CYT1
ath01100	Bra017052	AT2G39770	CYT1
ath01110	Bra017052	AT2G39770	CYT1
ath01240	Bra017052	AT2G39770	CYT1
ath01250	Bra017052	AT2G39770	CYT1
ath03010	Bra017070	AT2G39460	RPL23AA
ath00940	Bra017076	AT2G39420	AT2G39420
ath01100	Bra017076	AT2G39420	AT2G39420
ath01110	Bra017076	AT2G39420	AT2G39420
ath04082	Bra017088	AT2G39130	AT2G39130
ath03250	Bra017097	AT2G38830	AT2G38830
ath03272	Bra017097	AT2G38830	AT2G38830
ath04144	Bra017097	AT2G38830	AT2G38830
ath00440	Bra017108	AT2G38670	PECT1
ath00564	Bra017108	AT2G38670	PECT1
ath01100	Bra017108	AT2G38670	PECT1
ath00670	Bra017109	AT2G38660	AT2G38660
ath01100	Bra017109	AT2G38660	AT2G38660
ath01200	Bra017109	AT2G38660	AT2G38660
ath01240	Bra017109	AT2G38660	AT2G38660
ath00520	Bra017110	AT2G38650	GAUT7
ath01100	Bra017110	AT2G38650	GAUT7
ath00940	Bra017121	AT2G38380	AT2G38380
ath01100	Bra017121	AT2G38380	AT2G38380
ath01110	Bra017121	AT2G38380	AT2G38380
ath00905	Bra017142	AT2G38050	DET2
ath01100	Bra017142	AT2G38050	DET2
ath01110	Bra017142	AT2G38050	DET2
ath00600	Bra017143	AT2G38010	AT2G38010
ath01100	Bra017143	AT2G38010	AT2G38010
ath00230	Bra017161	AT2G37690	AT2G37690
ath01100	Bra017161	AT2G37690	AT2G37690
ath01110	Bra017161	AT2G37690	AT2G37690
ath00220	Bra017182	AT2G37500	AT2G37500
ath01100	Bra017182	AT2G37500	AT2G37500
ath01110	Bra017182	AT2G37500	AT2G37500
ath01210	Bra017182	AT2G37500	AT2G37500
ath01230	Bra017182	AT2G37500	AT2G37500
ath04814	Bra017189	AT2G37420	AT2G37420
ath02010	Bra017193	AT2G37360	ABCG2
ath04981	Bra017193	AT2G37360	ABCG2
ath02010	Bra017198	AT2G37280	ABCG33
ath03010	Bra017199	AT2G37270	RPS5B
ath00360	Bra017210	AT2G37040	PAL1
ath00940	Bra017210	AT2G37040	PAL1
ath01100	Bra017210	AT2G37040	PAL1
ath01110	Bra017210	AT2G37040	PAL1
ath00908	Bra017224	AT2G36750	UGT73C1
ath01110	Bra017224	AT2G36750	UGT73C1
ath03015	Bra017233	AT2G36480	AT2G36480
ath02010	Bra017241	AT2G36380	ABCG34
ath04814	Bra017256	AT2G36200	AT2G36200
ath04075	Bra017283	AT2G35890	CPK25
ath04626	Bra017283	AT2G35890	CPK25
ath00500	Bra017287	AT2G35840	AT2G35840
ath01110	Bra017287	AT2G35840	AT2G35840
ath00514	Bra017310	AT2G35610	XEG113
ath04144	Bra017330	AT2G35210	RPA
ath03010	Bra017341	AT3G25920	RPL15
ath00592	Bra017350	AT3G25780	AOC3
ath01100	Bra017350	AT3G25780	AOC3
ath01110	Bra017350	AT3G25780	AOC3
ath00592	Bra017351	AT3G25770	AOC2
ath01100	Bra017351	AT3G25770	AOC2
ath01110	Bra017351	AT3G25770	AOC2
ath00970	Bra017354	AT3G25660	AT3G25660
ath01100	Bra017354	AT3G25660	AT3G25660
ath04626	Bra017355	AT3G25600	AT3G25600
ath04142	Bra017428	AT1G62200	PTR6
ath03010	Bra017453	AT1G79850	RPS17
ath00561	Bra017464	AT2G01180	PAP1
ath00564	Bra017464	AT2G01180	PAP1
ath01110	Bra017464	AT2G01180	PAP1
ath00630	Bra017467	AT5G47760	PGLP2
ath01100	Bra017467	AT5G47760	PGLP2
ath01110	Bra017467	AT5G47760	PGLP2
ath01200	Bra017467	AT5G47760	PGLP2
ath00071	Bra017469	AT5G47720	AACT1
ath00280	Bra017469	AT5G47720	AACT1
ath00310	Bra017469	AT5G47720	AACT1
ath00380	Bra017469	AT5G47720	AACT1
ath00620	Bra017469	AT5G47720	AACT1
ath00630	Bra017469	AT5G47720	AACT1
ath00650	Bra017469	AT5G47720	AACT1
ath00900	Bra017469	AT5G47720	AACT1
ath01100	Bra017469	AT5G47720	AACT1
ath01110	Bra017469	AT5G47720	AACT1
ath01200	Bra017469	AT5G47720	AACT1
ath01212	Bra017469	AT5G47720	AACT1
ath03015	Bra017475	AT5G47620	AT5G47620
ath00062	Bra017491	AT5G47330	AT5G47330
ath01100	Bra017491	AT5G47330	AT5G47330
ath01212	Bra017491	AT5G47330	AT5G47330
ath04142	Bra017491	AT5G47330	AT5G47330
ath03010	Bra017498	AT5G47190	AT5G47190
ath00190	Bra017512	AT5G47030	AT5G47030
ath01100	Bra017512	AT5G47030	AT5G47030
ath04016	Bra017563	AT5G46330	FLS2
ath04626	Bra017563	AT5G46330	FLS2
ath03010	Bra017571	AT5G46160	AT5G46160
ath04148	Bra017577	AT5G46150	AT5G46150
ath04519	Bra017601	AT5G45550	MOB1-like
ath04016	Bra017615	AT4G33950	OST1
ath04075	Bra017615	AT4G33950	OST1
ath00940	Bra017624	AT4G34050	CCoAOMT1
ath00941	Bra017624	AT4G34050	CCoAOMT1
ath00945	Bra017624	AT4G34050	CCoAOMT1
ath01100	Bra017624	AT4G34050	CCoAOMT1
ath01110	Bra017624	AT4G34050	CCoAOMT1
ath04075	Bra017629	AT4G34160	CYCD3
ath00260	Bra017637	AT4G34200	EDA9
ath00270	Bra017637	AT4G34200	EDA9
ath01100	Bra017637	AT4G34200	EDA9
ath01110	Bra017637	AT4G34200	EDA9
ath01200	Bra017637	AT4G34200	EDA9
ath01230	Bra017637	AT4G34200	EDA9
ath00940	Bra017639	AT4G34230	CAD5
ath01100	Bra017639	AT4G34230	CAD5
ath01110	Bra017639	AT4G34230	CAD5
ath00062	Bra017641	AT4G34250	KCS16
ath01100	Bra017641	AT4G34250	KCS16
ath01110	Bra017641	AT4G34250	KCS16
ath04626	Bra017641	AT4G34250	KCS16
ath00190	Bra017671	AT4G34700	CIB22
ath01100	Bra017671	AT4G34700	CIB22
ath00330	Bra017672	AT4G34710	ADC2
ath01100	Bra017672	AT4G34710	ADC2
ath01110	Bra017672	AT4G34710	ADC2
ath00053	Bra017686	AT4G35000	APX3
ath00480	Bra017686	AT4G35000	APX3
ath01100	Bra017686	AT4G35000	APX3
ath03010	Bra017715	AT4G35490	MRPL11
ath03430	Bra017718	AT4G35520	MLH3
ath00563	Bra017719	AT4G35530	AT4G35530
ath01100	Bra017719	AT4G35530	AT4G35530
ath04075	Bra017735	AT4G35900	FD
ath04145	Bra017740	AT2G17800	ARAC1
ath04148	Bra017740	AT2G17800	ARAC1
ath04517	Bra017740	AT2G17800	ARAC1
ath04518	Bra017740	AT2G17800	ARAC1
ath04519	Bra017740	AT2G17800	ARAC1
ath04620	Bra017740	AT2G17800	ARAC1
ath05100	Bra017740	AT2G17800	ARAC1
ath04144	Bra017741	AT4G35985	AT4G35985
ath04075	Bra017746	AT4G36070	CPK18
ath04626	Bra017746	AT4G36070	CPK18
ath00940	Bra017752	AT4G36220	FAH1
ath01100	Bra017752	AT4G36220	FAH1
ath01110	Bra017752	AT4G36220	FAH1
ath03010	Bra017760	AT4G36420	AT4G36420
ath00940	Bra017761	AT4G36430	AT4G36430
ath01100	Bra017761	AT4G36430	AT4G36430
ath01110	Bra017761	AT4G36430	AT4G36430
ath00600	Bra017762	AT4G36480	LCB1
ath01100	Bra017762	AT4G36480	LCB1
ath04382	Bra017762	AT4G36480	LCB1
ath04142	Bra017767	AT4G36630	EMB2754
ath04145	Bra017767	AT4G36630	EMB2754
ath04148	Bra017767	AT4G36630	EMB2754
ath03022	Bra017769	AT4G36650	PBRP
ath00130	Bra017781	AT4G36750	AT4G36750
ath01100	Bra017781	AT4G36750	AT4G36750
ath01110	Bra017781	AT4G36750	AT4G36750
ath01240	Bra017781	AT4G36750	AT4G36750
ath03015	Bra017802	AT4G36960	AT4G36960
ath03010	Bra017843	AT4G37660	AT4G37660
ath00380	Bra017871	AT4G39950	CYP79B2
ath00966	Bra017871	AT4G39950	CYP79B2
ath01100	Bra017871	AT4G39950	CYP79B2
ath01110	Bra017871	AT4G39950	CYP79B2
ath01210	Bra017871	AT4G39950	CYP79B2
ath00380	Bra017913	AT1G21430	YUC11
ath01100	Bra017913	AT1G21430	YUC11
ath04075	Bra017913	AT1G21430	YUC11
ath04626	Bra017927	AT1G21550	AT1G21550
ath00760	Bra017934	AT1G21640	NADK2
ath01100	Bra017934	AT1G21640	NADK2
ath01240	Bra017934	AT1G21640	NADK2
ath00510	Bra017936	AT1G77350	AT1G77350
ath00513	Bra017936	AT1G77350	AT1G77350
ath04141	Bra017936	AT1G77350	AT1G77350
ath03030	Bra017941	AT1G21690	EMB1968
ath03410	Bra017941	AT1G21690	EMB1968
ath03420	Bra017941	AT1G21690	EMB1968
ath03430	Bra017941	AT1G21690	EMB1968
ath03410	Bra017944	AT1G21710	OGG1
ath04814	Bra017946	AT1G21730	AT1G21730
ath00270	Bra017964	AT3G49680	BCAT3
ath00280	Bra017964	AT3G49680	BCAT3
ath00290	Bra017964	AT3G49680	BCAT3
ath00770	Bra017964	AT3G49680	BCAT3
ath00966	Bra017964	AT3G49680	BCAT3
ath01100	Bra017964	AT3G49680	BCAT3
ath01110	Bra017964	AT3G49680	BCAT3
ath01210	Bra017964	AT3G49680	BCAT3
ath01230	Bra017964	AT3G49680	BCAT3
ath01240	Bra017964	AT3G49680	BCAT3
ath03060	Bra018008	AT3G49100	AT3G49100
ath03010	Bra018009	AT3G49080	AT3G49080
ath03010	Bra018017	AT3G49010	BBC1
ath00630	Bra018019	AT3G48990	AAE3
ath01100	Bra018019	AT3G48990	AAE3
ath00073	Bra018040	AT3G48720	DCF
ath03060	Bra018047	AT3G48570	AT3G48570
ath04141	Bra018047	AT3G48570	AT3G48570
ath04145	Bra018047	AT3G48570	AT3G48570
ath04120	Bra018081	AT3G48150	APC8
ath04626	Bra018085	AT3G48080	AT3G48080
ath04626	Bra018089	AT3G48010	CNGC16
ath00010	Bra018090	AT3G48000	ALDH2B4
ath00053	Bra018090	AT3G48000	ALDH2B4
ath00071	Bra018090	AT3G48000	ALDH2B4
ath00280	Bra018090	AT3G48000	ALDH2B4
ath00310	Bra018090	AT3G48000	ALDH2B4
ath00330	Bra018090	AT3G48000	ALDH2B4
ath00340	Bra018090	AT3G48000	ALDH2B4
ath00380	Bra018090	AT3G48000	ALDH2B4
ath00410	Bra018090	AT3G48000	ALDH2B4
ath00561	Bra018090	AT3G48000	ALDH2B4
ath00620	Bra018090	AT3G48000	ALDH2B4
ath00770	Bra018090	AT3G48000	ALDH2B4
ath01100	Bra018090	AT3G48000	ALDH2B4
ath01110	Bra018090	AT3G48000	ALDH2B4
ath01240	Bra018090	AT3G48000	ALDH2B4
ath00053	Bra018100	AT3G47930	GLDH
ath01100	Bra018100	AT3G47930	GLDH
ath01110	Bra018100	AT3G47930	GLDH
ath01240	Bra018100	AT3G47930	GLDH
ath04142	Bra018110	AT3G47810	MAG1
ath04144	Bra018110	AT3G47810	MAG1
ath00010	Bra018112	AT3G47800	AT3G47800
ath00052	Bra018112	AT3G47800	AT3G47800
ath01100	Bra018112	AT3G47800	AT3G47800
ath01110	Bra018112	AT3G47800	AT3G47800
ath00020	Bra018137	AT3G47520	MDH
ath00270	Bra018137	AT3G47520	MDH
ath00566	Bra018137	AT3G47520	MDH
ath00620	Bra018137	AT3G47520	MDH
ath00630	Bra018137	AT3G47520	MDH
ath00710	Bra018137	AT3G47520	MDH
ath01100	Bra018137	AT3G47520	MDH
ath01110	Bra018137	AT3G47520	MDH
ath01200	Bra018137	AT3G47520	MDH
ath04626	Bra018143	AT3G47480	AT3G47480
ath00196	Bra018144	AT3G47470	LHCA4
ath01100	Bra018144	AT3G47470	LHCA4
ath00220	Bra018147	AT3G47450	NOA1
ath00330	Bra018147	AT3G47450	NOA1
ath01100	Bra018147	AT3G47450	NOA1
ath01110	Bra018147	AT3G47450	NOA1
ath04626	Bra018147	AT3G47450	NOA1
ath00040	Bra018152	AT3G47400	AT3G47400
ath01100	Bra018152	AT3G47400	AT3G47400
ath00740	Bra018153	AT3G47390	PHS1
ath01100	Bra018153	AT3G47390	PHS1
ath01110	Bra018153	AT3G47390	PHS1
ath01240	Bra018153	AT3G47390	PHS1
ath00250	Bra018160	AT3G47340	ASN1
ath01100	Bra018160	AT3G47340	ASN1
ath01110	Bra018160	AT3G47340	ASN1
ath01230	Bra018160	AT3G47340	ASN1
ath03040	Bra018163	AT3G47120	AT3G47120
ath00460	Bra018172	AT3G47010	AT3G47010
ath00500	Bra018172	AT3G47010	AT3G47010
ath00999	Bra018172	AT3G47010	AT3G47010
ath01100	Bra018172	AT3G47010	AT3G47010
ath01110	Bra018172	AT3G47010	AT3G47010
ath00040	Bra018175	AT5G49650	XK-2
ath01100	Bra018175	AT5G49650	XK-2
ath00460	Bra018177	AT3G47000	AT3G47000
ath00500	Bra018177	AT3G47000	AT3G47000
ath00999	Bra018177	AT3G47000	AT3G47000
ath01100	Bra018177	AT3G47000	AT3G47000
ath01110	Bra018177	AT3G47000	AT3G47000
ath00500	Bra018180	AT3G46970	PHS2
ath01100	Bra018180	AT3G46970	PHS2
ath01110	Bra018180	AT3G46970	PHS2
ath03018	Bra018181	AT3G46960	AT3G46960
ath04144	Bra018190	AT3G46830	RABA2c
ath04144	Bra018209	AT3G46540	AT3G46540
ath04141	Bra018216	AT1G53540	AT1G53540
ath03018	Bra018218	AT3G46210	AT3G46210
ath00480	Bra018232	AT2G31570	GPX2
ath01100	Bra018232	AT2G31570	GPX2
ath04075	Bra018236	AT2G31500	CPK24
ath04626	Bra018236	AT2G31500	CPK24
ath00051	Bra018248	AT2G31390	AT2G31390
ath00500	Bra018248	AT2G31390	AT2G31390
ath00520	Bra018248	AT2G31390	AT2G31390
ath01100	Bra018248	AT2G31390	AT2G31390
ath01110	Bra018248	AT2G31390	AT2G31390
ath01250	Bra018248	AT2G31390	AT2G31390
ath03410	Bra018259	AT2G31320	PARP1
ath00970	Bra018264	AT2G31170	SYCO_ARATH
ath00130	Bra018311	AT2G30490	C4H
ath00940	Bra018311	AT2G30490	C4H
ath00941	Bra018311	AT2G30490	C4H
ath00945	Bra018311	AT2G30490	C4H
ath01100	Bra018311	AT2G30490	C4H
ath01110	Bra018311	AT2G30490	C4H
ath03040	Bra018324	AT1G06960	AT1G06960
ath00061	Bra018329	AT2G30200	EMB3147
ath01100	Bra018329	AT2G30200	EMB3147
ath01110	Bra018329	AT2G30200	EMB3147
ath01212	Bra018329	AT2G30200	EMB3147
ath04120	Bra018338	AT2G30110	UBA1
ath04519	Bra018354	AT2G29900	PS2
ath00730	Bra018372	AT2G29630	THIC
ath01100	Bra018372	AT2G29630	THIC
ath01240	Bra018372	AT2G29630	THIC
ath03030	Bra018377	AT1G07370	PCNA1
ath03410	Bra018377	AT1G07370	PCNA1
ath03420	Bra018377	AT1G07370	PCNA1
ath03430	Bra018377	AT1G07370	PCNA1
ath00010	Bra018378	AT2G29560	ENOC
ath01100	Bra018378	AT2G29560	ENOC
ath01110	Bra018378	AT2G29560	ENOC
ath01200	Bra018378	AT2G29560	ENOC
ath01230	Bra018378	AT2G29560	ENOC
ath03018	Bra018378	AT2G29560	ENOC
ath04820	Bra018378	AT2G29560	ENOC
ath04145	Bra018379	AT2G29550	TUB7
ath04517	Bra018379	AT2G29550	TUB7
ath04814	Bra018379	AT2G29550	TUB7
ath04141	Bra018383	AT2G29500	AT2G29500
ath04016	Bra018398	AT2G29380	HAI3
ath04075	Bra018398	AT2G29380	HAI3
ath00960	Bra018400	AT2G29330	TRI
ath01100	Bra018400	AT2G29330	TRI
ath01110	Bra018400	AT2G29330	TRI
ath03013	Bra018407	AT2G29210	AT2G29210
ath03015	Bra018407	AT2G29210	AT2G29210
ath00195	Bra018415	AT1G10960	FD1
ath01100	Bra018415	AT1G10960	FD1
ath04016	Bra018417	AT1G10940	SNRK2.4
ath04075	Bra018417	AT1G10940	SNRK2.4
ath03440	Bra018418	AT1G10930	RECQ4A
ath03460	Bra018418	AT1G10930	RECQ4A
ath00020	Bra018425	AT1G10670	ACLA-1
ath01100	Bra018425	AT1G10670	ACLA-1
ath01110	Bra018425	AT1G10670	ACLA-1
ath03410	Bra018434	AT1G10520	Pol{lambda}
ath03450	Bra018434	AT1G10520	Pol{lambda}
ath03008	Bra018437	AT1G10490	AT1G10490
ath00270	Bra018463	AT1G10070	BCAT-2
ath00280	Bra018463	AT1G10070	BCAT-2
ath00290	Bra018463	AT1G10070	BCAT-2
ath00770	Bra018463	AT1G10070	BCAT-2
ath00966	Bra018463	AT1G10070	BCAT-2
ath01100	Bra018463	AT1G10070	BCAT-2
ath01110	Bra018463	AT1G10070	BCAT-2
ath01210	Bra018463	AT1G10070	BCAT-2
ath01230	Bra018463	AT1G10070	BCAT-2
ath01240	Bra018463	AT1G10070	BCAT-2
ath00260	Bra018469	AT4G12290	AT4G12290
ath00350	Bra018469	AT4G12290	AT4G12290
ath00360	Bra018469	AT4G12290	AT4G12290
ath00410	Bra018469	AT4G12290	AT4G12290
ath00950	Bra018469	AT4G12290	AT4G12290
ath00960	Bra018469	AT4G12290	AT4G12290
ath01100	Bra018469	AT4G12290	AT4G12290
ath01110	Bra018469	AT4G12290	AT4G12290
ath04075	Bra018504	AT4G04720	CPK21
ath04626	Bra018504	AT4G04720	CPK21
ath00966	Bra018524	AT5G23010	MAM1
ath01110	Bra018524	AT5G23010	MAM1
ath01210	Bra018524	AT5G23010	MAM1
ath03083	Bra018529	AT4G02730	WDR5b
ath03430	Bra018549	AT4G02460	PMS1
ath03460	Bra018549	AT4G02460	PMS1
ath03008	Bra018554	AT4G02400	AT4G02400
ath00500	Bra018559	AT4G02290	GH9B13
ath01100	Bra018559	AT4G02290	GH9B13
ath03013	Bra018570	AT1G09270	IMPA-4
ath00270	Bra018573	AT1G09240	NAS3
ath00999	Bra018573	AT1G09240	NAS3
ath01100	Bra018573	AT1G09240	NAS3
ath01110	Bra018573	AT1G09240	NAS3
ath04141	Bra018575	AT1G09210	CRT1b
ath04145	Bra018575	AT1G09210	CRT1b
ath04148	Bra018575	AT1G09210	CRT1b
ath03040	Bra018581	AT1G09140	SR30
ath04016	Bra018588	AT1G09000	NP1
ath03082	Bra018595	AT1G08880	H2AXA
ath00563	Bra018604	AT1G08750	AT1G08750
ath01100	Bra018604	AT1G08750	AT1G08750
ath04814	Bra018605	AT1G08730	XIC
ath04519	Bra018606	AT1G08700	PS1
ath04130	Bra018615	AT1G08560	SYP111
ath00906	Bra018616	AT1G08550	NPQ1
ath01100	Bra018616	AT1G08550	NPQ1
ath01110	Bra018616	AT1G08550	NPQ1
ath00860	Bra018619	AT1G08520	ALB1
ath01100	Bra018619	AT1G08520	ALB1
ath01110	Bra018619	AT1G08520	ALB1
ath00450	Bra018621	AT1G08490	CPNIFS
ath01100	Bra018621	AT1G08490	CPNIFS
ath03460	Bra018628	AT1G08390	AT1G08390
ath03018	Bra018630	AT1G08370	DCP1
ath04075	Bra018634	AT1G08320	TGA9
ath03030	Bra018641	AT1G08260	TIL1
ath03410	Bra018641	AT1G08260	TIL1
ath03420	Bra018641	AT1G08260	TIL1
ath04142	Bra018644	AT1G08190	VPS41
ath04145	Bra018644	AT1G08190	VPS41
ath04148	Bra018644	AT1G08190	VPS41
ath03030	Bra018652	AT1G08130	LIG1
ath03410	Bra018652	AT1G08130	LIG1
ath03420	Bra018652	AT1G08130	LIG1
ath03430	Bra018652	AT1G08130	LIG1
ath00620	Bra018654	AT1G08110	AT1G08110
ath01100	Bra018654	AT1G08110	AT1G08110
ath00910	Bra018657	AT1G08080	ACA7
ath01100	Bra018657	AT1G08080	ACA7
ath00910	Bra018660	AT1G08065	ACA5
ath01100	Bra018660	AT1G08065	ACA5
ath03010	Bra018681	AT1G07830	AT1G07830
ath00062	Bra018684	AT1G07720	KCS3
ath01100	Bra018684	AT1G07720	KCS3
ath01110	Bra018684	AT1G07720	KCS3
ath04626	Bra018684	AT1G07720	KCS3
ath00280	Bra018694	AT4G29120	AT4G29120
ath01100	Bra018694	AT4G29120	AT4G29120
ath00010	Bra018700	AT1G48030	mtLPD1
ath00020	Bra018700	AT1G48030	mtLPD1
ath00260	Bra018700	AT1G48030	mtLPD1
ath00280	Bra018700	AT1G48030	mtLPD1
ath00310	Bra018700	AT1G48030	mtLPD1
ath00380	Bra018700	AT1G48030	mtLPD1
ath00620	Bra018700	AT1G48030	mtLPD1
ath00630	Bra018700	AT1G48030	mtLPD1
ath00640	Bra018700	AT1G48030	mtLPD1
ath00670	Bra018700	AT1G48030	mtLPD1
ath00785	Bra018700	AT1G48030	mtLPD1
ath01100	Bra018700	AT1G48030	mtLPD1
ath01110	Bra018700	AT1G48030	mtLPD1
ath01200	Bra018700	AT1G48030	mtLPD1
ath01210	Bra018700	AT1G48030	mtLPD1
ath01240	Bra018700	AT1G48030	mtLPD1
ath04142	Bra018705	AT1G48090	AT1G48090
ath00480	Bra018715	AT1G63770	AT1G63770
ath01100	Bra018715	AT1G63770	AT1G63770
ath00270	Bra018726	AT1G48420	D-CDES
ath00470	Bra018726	AT1G48420	D-CDES
ath01100	Bra018726	AT1G48420	D-CDES
ath00220	Bra018729	AT1G48470	GLN1
ath00250	Bra018729	AT1G48470	GLN1
ath00630	Bra018729	AT1G48470	GLN1
ath00910	Bra018729	AT1G48470	GLN1
ath01100	Bra018729	AT1G48470	GLN1
ath01110	Bra018729	AT1G48470	GLN1
ath01230	Bra018729	AT1G48470	GLN1
