brapa_gene	arabidopsis_agi	identity_pct	evalue	bitscore
Bra015844	AT1G75430	85.2	3.98e-179	494
Bra015845	AT1G75410	79.4	1.45e-258	715
Bra015846	AT1G75400	81.6	1.05e-237	658
Bra015850	AT1G75350	83.7	1.18e-82	239
Bra015851	AT1G75340	60.2	7.73e-132	385
Bra015852	AT1G75310	62.1	0	1404
Bra015853	AT1G75280	85.9	2.91e-189	522
Bra015855	AT1G75260	56.9	2.71e-108	332
Bra015856	AT1G75250	91.1	2.19e-54	164
Bra015857	AT1G75240	81.4	1.14e-98	292
Bra015860	AT1G75200	86.9	0	1137
Bra015861	AT1G75190	72.7	6.4e-13	61.2
Bra015863	AT1G75170	89.9	2.1e-193	535
Bra015864	AT1G75150	65.1	6.02e-258	736
Bra015865	AT1G75130	82.4	3.12e-205	572
Bra015866	AT1G75100	61.3	2.16e-235	666
Bra015867	AT1G75090	77.5	1.68e-158	444
Bra015869	AT1G75060	77	1.28e-125	355
Bra015870	AT1G75050	85	5.47e-153	425
Bra015875	AT1G75010	83.7	0	1006
Bra015876	AT1G75000	85.9	1.62e-163	454
Bra015877	AT1G74990	72.5	1.03e-66	197
Bra015878	AT1G74970	90.4	1.8e-124	350
Bra015879	AT1G74960	90.5	0	961
Bra015880	AT1G74950	71.2	1.4e-102	297
Bra015882	AT1G74930	71.1	3.64e-80	236
Bra015883	AT1G74910	93.5	3.53e-263	717
Bra015884	AT1G74900	78.4	3.16e-96	297
Bra015886	AT1G74880	87.8	9.58e-87	250
Bra015887	AT1G74870	55	3.14e-95	282
Bra015888	AT1G74860	61.8	2.42e-131	380
Bra015889	AT1G74850	95.6	1.36e-210	619
Bra015890	AT1G74840	70.9	1.2e-111	321
Bra015891	AT1G74830	76.1	3.95e-269	743
Bra015892	AT1G74800	89.2	0	1222
Bra015893	AT1G74790	88	0	1251
Bra015894	AT1G74770	79.6	0	2033
Bra015895	AT1G74750	75.3	1.07e-207	607
Bra015896	AT1G74740	91.2	0	996
Bra015898	AT1G74660	90.1	1.6e-46	144
Bra015899	AT1G74650	71.3	1.21e-152	431
Bra015900	AT1G74600	83.9	0	1309
Bra015901	AT1G74590	78.4	3.86e-130	366
Bra015902	AT1G74580	82.4	2.26e-64	228
Bra015903	AT1G74530	86.4	2.28e-189	522
Bra015907	AT1G74480	64.5	3.69e-114	330
Bra015910	AT1G74440	88.9	3.93e-127	356
Bra015911	AT1G74430	72	4.27e-120	344
Bra015913	AT1G74410	88.3	1.29e-105	303
Bra015914	AT1G74390	75.9	9.92e-253	699
Bra015915	AT1G74380	95.8	0	900
Bra015917	AT1G74360	80	0	1167
Bra015918	AT1G74350	87.4	0	1313
Bra015919	AT1G74340	96.3	1.62e-47	145
Bra015920	AT1G74330	86.1	0	1087
Bra015921	AT1G74320	89.8	6.09e-233	635
Bra015922	AT1G74310	95.2	0	1639
Bra015923	AT1G74300	80.8	1.12e-220	605
Bra015924	AT1G74260	91	0	2531
Bra015925	AT1G74240	89.1	6.85e-237	647
Bra015926	AT1G74230	75.7	5.2e-93	276
Bra015929	AT1G74180	58.2	1.35e-222	656
Bra015931	AT1G74150	75.3	3.69e-265	739
Bra015933	AT1G74120	73.3	7.12e-238	655
Bra015934	AT1G74110	87.7	0	933
Bra015938	AT1G74090	85.8	3.62e-229	626
Bra015940	AT1G74060	93.1	1.67e-152	422
Bra015941	AT1G74055	78.6	3.18e-75	220
Bra015942	AT1G74030	96	0	896
Bra015946	AT1G73990	88.2	0	1138
Bra015949	AT1G73970	83.8	0	1236
Bra015950	AT1G73965	67	9.24e-43	135
Bra015951	AT1G73960	85.3	0	2256
Bra015952	AT1G73950	89.1	4.91e-315	853
Bra015953	AT1G73940	87.1	6.99e-75	220
Bra015955	AT1G73890	74	6.99e-89	258
Bra015956	AT1G73875	71.8	1.19e-235	651
Bra015958	AT1G73850	73.7	1.02e-293	812
Bra015960	AT1G73830	82	9.9e-143	400
Bra015963	AT1G73810	73.7	1.9e-191	533
Bra015967	AT1G73760	70.2	2.97e-161	455
Bra015968	AT1G73750	79.7	1.21e-250	689
Bra015969	AT1G73740	84.3	3.39e-256	701
Bra015970	AT1G73730	83.1	0	925
Bra015971	AT1G73720	89.5	4.04e-272	748
Bra015972	AT1G73710	79.3	5.32e-128	395
Bra015973	AT1G73700	93.6	1.84e-314	852
Bra015974	AT1G73690	87.4	8.26e-256	697
Bra015976	AT1G73660	83	0	1494
Bra015978	AT1G73640	92.3	1.32e-151	420
Bra015979	AT1G73630	86.5	8.96e-69	205
Bra015980	AT1G73620	93.1	7.7e-173	476
Bra015981	AT1G58270	70.2	3.34e-195	543
Bra015984	AT1G73560	73	9.12e-55	167
Bra015989	AT1G73480	86.1	6.18e-251	688
Bra015991	AT1G73430	93.2	0	1387
Bra015992	AT1G73410	78.9	1.86e-134	377
Bra015993	AT1G73400	72.5	4.86e-181	522
Bra015994	AT1G73390	85.2	1.6e-275	751
Bra015995	AT1G73370	91.5	0	1700
Bra015996	AT1G73360	82.7	0	1115
Bra015998	AT1G73340	89.5	0	883
Bra015999	AT1G73325	81.3	2.06e-119	338
Bra016001	AT1G73300	75.1	1.05e-251	690
Bra016008	AT1G73250	91.9	1.98e-214	586
Bra016009	AT1G73240	83.6	3.79e-308	840
Bra016011	AT1G73220	89.2	0	928
Bra016012	AT1G73210	87.4	3.57e-208	570
Bra016013	AT1G73200	74.5	0	1070
Bra016015	AT1G73165	82.4	4.7e-35	113
Bra016016	AT1G73120	82.7	1.52e-61	182
Bra016017	AT1G73110	88.7	4.98e-267	728
Bra016018	AT1G73100	77.9	0	1053
Bra016019	AT1G73066	83.7	2.15e-47	175
Bra016020	AT1G73060	91.3	8.07e-238	649
Bra016021	AT1G73050	90.6	0	996
Bra016023	AT1G73020	89.4	0	1165
Bra016026	AT1G72960	91	0	1375
Bra016028	AT1G72950	69.4	5.54e-177	496
Bra016031	AT1G72830	78.3	5.11e-168	470
Bra016033	AT1G72790	57.3	3.17e-133	395
Bra016034	AT1G72770	80.3	1.92e-286	783
Bra016035	AT1G72760	71.6	1.53e-288	805
Bra016038	AT1G72720	68	9.18e-58	175
Bra016039	AT1G72710	92.5	2.57e-307	833
Bra016040	AT1G72700	92.7	0	2249
Bra016041	AT1G72680	88.2	2.59e-235	642
Bra016042	AT1G72670	87.2	1.98e-234	645
Bra016043	AT1G72660	94.8	4.93e-280	759
Bra016044	AT1G72650	67.2	1.43e-273	760
Bra016045	AT1G72640	62.1	8.19e-122	350
Bra016048	AT1G72600	64.7	6.2e-15	66.2
Bra016049	AT1G72560	84.2	0	1627
Bra016053	AT1G72500	87.3	0	1345
Bra016054	AT1G72490	79.5	3.65e-135	383
Bra016055	AT1G72480	87.4	0	877
Bra016056	AT1G72450	73.2	3.46e-127	362
Bra016057	AT1G72440	75.6	0	1202
Bra016059	AT1G72420	68.2	1.57e-117	333
Bra016060	AT1G72416	77.5	1.37e-85	249
Bra016061	AT1G72390	76.5	0	1751
Bra016063	AT1G72360	53.1	8.78e-79	238
Bra016064	ATCG00790	74.4	2.56e-66	204
Bra016065	AT1G72320	81.3	0	1134
Bra016067	AT1G72310	75.7	3.49e-126	362
Bra016073	AT1G72290	64.2	9.44e-85	250
Bra016074	AT1G72280	86.6	1.69e-310	842
Bra016076	AT1G72250	73.9	0	1560
Bra016081	AT1G72180	88.1	5.84e-284	815
Bra016082	AT1G72175	93	2.8e-125	350
Bra016083	AT1G72170	73	1.86e-47	146
Bra016086	AT1G72090	86.6	0	1023
Bra016087	AT1G72070	86.7	1.33e-33	116
Bra016088	AT1G72040	75.6	4.76e-303	832
Bra016092	AT1G71990	85.6	5.07e-263	716
Bra016093	AT1G71980	84.5	8.55e-259	709
Bra016094	AT1G71970	76.5	2.64e-102	295
Bra016095	AT1G71960	87.2	0	1122
Bra016098	AT1G71930	88.4	1.28e-208	572
Bra016100	AT1G71910	68.4	2.58e-62	189
Bra016102	AT1G71900	94.3	2.61e-208	573
Bra016106	AT1G71850	83.2	4.08e-235	652
Bra016108	AT1G71860	80.9	6.71e-197	544
Bra016109	AT1G71865	89.5	4.14e-58	173
Bra016110	AT1G71866	74.6	1.43e-33	112
Bra016113	AT1G71820	91.8	0	1344
Bra016114	AT1G71810	79.5	0	1012
Bra016116	AT1G71790	96.9	1.84e-181	498
Bra016118	AT1G71770	84.2	0	1084
Bra016119	AT1G71760	62.5	4.5e-105	305
Bra016120	AT1G71750	80.3	1.02e-110	313
Bra016121	AT1G71740	77.8	4.43e-69	203
Bra016122	AT1G71730	67.2	3.15e-61	186
Bra016123	AT1G71720	78.2	3.18e-267	734
Bra016124	AT1G71710	84.6	0	1061
Bra016126	AT1G71697	89.6	4.5e-234	638
Bra016127	AT1G71695	89.5	7.05e-229	626
Bra016131	AT1G71690	77.9	6.51e-158	441
Bra016132	AT1G71530	86.6	0	1090
Bra016133	AT1G71520	78.9	2.21e-71	210
Bra016134	AT1G71500	87.5	9.4e-170	482
Bra016135	AT1G71460	85.7	0	1163
Bra016137	AT1G71440	79.7	3.11e-288	790
Bra016139	AT1G71420	83.8	0	1199
Bra016143	AT1G71380	89.6	0	892
Bra016144	AT1G71360	71.4	1.48e-228	644
Bra016146	AT1G71350	86.5	0	1010
Bra016147	AT5G26780	89.5	0	932
Bra016148	AT1G71340	85.7	1.49e-182	505
Bra016149	AT1G71270	95.8	0	1305
Bra016150	AT1G71260	69.8	6.59e-109	313
Bra016151	AT1G71240	83.7	0	1328
Bra016153	AT3G63510	77.7	2.94e-226	622
Bra016154	AT1G71220	90.1	0	2845
Bra016155	AT1G71210	74.5	0	1086
Bra016157	AT1G71150	75	7.77e-178	496
Bra016158	AT1G71140	82.5	1.25e-284	778
Bra016159	AT1G71090	87.9	5.63e-273	746
Bra016160	AT1G71080	86.3	2.4e-158	445
Bra016162	AT1G71050	88.2	1.51e-92	264
Bra016163	AT1G71040	90.3	0	1017
Bra016164	AT1G71030	71.4	1.05e-93	271
Bra016166	AT1G71015	78.9	6.42e-97	279
Bra016169	AT1G71000	71.7	3.35e-76	224
Bra016170	AT1G70990	69.3	3.04e-43	139
Bra016171	AT1G70985	58.6	5.22e-29	102
Bra016172	AT1G70950	67.6	2.28e-193	546
Bra016174	AT1G70920	81.8	1.31e-109	312
Bra016176	AT1G70900	91.4	6.08e-165	455
Bra016177	AT1G70895	50.5	4.19e-23	84.7
Bra016184	AT1G70820	90.9	0	1107
Bra016185	AT1G70810	85.5	3.92e-104	295
Bra016186	AT1G70790	93	3.84e-132	367
Bra016190	AT1G70750	58.1	1.32e-291	822
Bra016191	AT1G70740	88	4.98e-274	746
Bra016194	AT1G70690	65.3	1.97e-133	380
Bra016196	AT1G70650	76.3	3.85e-196	557
Bra016197	AT1G70640	67.2	9.18e-66	198
Bra016198	AT1G70630	79.2	0	1049
Bra016199	AT1G16210	63.3	2.68e-52	170
Bra016200	AT1G70590	81.5	2.53e-141	404
Bra016202	AT1G70580	96.7	0	943
Bra016203	AT1G70560	88.7	2.88e-257	700
Bra016206	AT1G70530	84.6	0	1070
Bra016207	AT1G70520	85.8	0	1115
Bra016213	AT1G70500	83.8	3.22e-293	798
Bra016214	AT5G42140	80.5	0	1632
Bra016216	AT1G70480	84.5	1.3e-187	522
Bra016219	AT1G70440	65.2	8.29e-135	384
Bra016224	AT1G70370	88.2	1.26e-257	721
Bra016225	AT1G70300	87.9	0	1362
Bra016227	AT1G70280	78.1	3.15e-252	698
Bra016229	AT1G70230	84.2	5.85e-276	750
Bra016232	AT1G70150	80.7	5.42e-237	648
Bra016233	AT1G70140	71.8	1.65e-302	847
Bra016234	AT1G70130	83	0	1051
Bra016235	AT1G70110	76.3	0	1034
Bra016236	AT1G70100	62.7	3.58e-164	473
Bra016237	AT1G70090	87.9	2.31e-261	711
Bra016240	AT1G70070	90.6	0	1978
Bra016241	AT1G70060	79.2	0	1889
Bra016243	AT1G70040	69.3	8.78e-83	243
Bra016244	AT1G69990	81.5	1.01e-297	820
Bra016245	AT1G69980	63.5	1.41e-75	226
Bra016247	AT1G69960	96.4	1.51e-228	621
Bra016249	AT1G69935	74.2	5.72e-57	177
Bra016252	AT1G69920	84.7	6.89e-140	391
Bra016258	AT1G69880	80.8	6.71e-84	242
Bra016259	AT1G69870	85.4	0	1063
Bra016260	AT1G69860	84.3	0	902
Bra016261	AT1G69840	97.2	1.24e-194	533
Bra016262	AT1G69830	87.3	0	1592
Bra016265	AT1G69790	90.4	2.99e-250	683
Bra016266	AT1G69780	88.1	7.99e-145	408
Bra016268	AT1G69750	90.8	1.38e-63	187
Bra016270	AT1G69740	91.6	1.1e-280	763
Bra016275	AT1G26550	97.2	1.4e-95	271
Bra016279	AT1G26600	71.7	2.7e-52	161
Bra016280	AT1G26610	68.9	2.29e-182	515
Bra016282	AT1G26630	90.6	3.04e-105	297
Bra016284	AT1G35350	81.4	0	1218
Bra016285	AT1G26780	78.6	1.62e-202	559
Bra016286	AT1G26790	66.2	1.02e-125	364
Bra016288	AT1G26799	68.7	7.57e-77	224
Bra016292	AT1G26840	89.4	1.93e-181	500
Bra016297	AT1G26930	86.2	2.39e-275	749
Bra016299	AT1G26945	97.9	3.6e-55	165
Bra016300	AT1G26960	79.2	2.4e-121	345
Bra016301	AT1G26970	81.5	5.13e-229	631
Bra016302	AT1G27000	83	1.96e-165	461
Bra016304	AT1G27060	77.6	1.99e-209	578
Bra016305	AT1G27090	70.7	1.75e-159	455
Bra016307	AT1G27110	75.9	6.16e-261	718
Bra016319	AT1G24145	64.2	4.03e-19	76.3
Bra016326	AT1G23995	64.9	1.43e-24	87.8
Bra016328	AT1G23870	91.2	0	1632
Bra016330	AT1G23800	91.1	0	983
Bra016338	AT1G23600	57.2	5.82e-104	303
Bra016343	AT1G23530	64	1.18e-52	166
Bra016344	AT2G47170	99.4	9.49e-131	363
Bra016345	AT1G23460	88.5	2.29e-305	828
Bra016349	AT1G23360	84.5	6.31e-158	439
Bra016353	AT1G23310	95.6	0	930
Bra016355	AT1G23260	97.5	2.33e-113	317
Bra016357	AT1G23190	96.4	0	1119
Bra016358	AT1G23180	80.4	0	1267
Bra016359	AT1G23160	82.5	0	988
Bra016360	AT1G23150	77.3	1.72e-72	213
Bra016363	AT1G23120	84.5	2.36e-87	253
Bra016364	AT5G28010	79.6	2.37e-94	270
Bra016372	AT1G22740	86.6	3.31e-133	377
Bra016373	AT1G22620	92.8	0	1684
Bra016375	AT1G22570	85.4	0	939
Bra016376	AT1G22520	89.5	1.76e-39	130
Bra016377	AT1G22490	81.2	1.08e-139	397
Bra016382	AT1G22370	78.2	4.48e-290	791
Bra016383	AT1G22280	91.6	8.16e-187	513
Bra016388	AT1G22100	85	1.44e-268	739
Bra016391	AT1G22030	89.3	8.55e-197	543
Bra016393	AT1G22015	83.8	4.76e-244	667
Bra016396	AT1G21980	93.2	0	1007
Bra016400	AT1G21910	82.4	1.04e-100	290
Bra016401	AT1G21900	73.7	1.49e-119	339
Bra016403	AT1G21870	91.2	8.13e-235	640
Bra016404	AT1G21830	83.6	1.48e-113	322
Bra016405	AT1G21750	89.5	0	893
Bra016409	AT1G21700	80.8	0	1171
Bra016412	AT1G21650	92.1	0	1786
Bra016416	AT1G21580	52.5	0	1657
Bra016420	AT1G21480	92.2	0	873
Bra016422	AT1G21410	91.9	3.02e-134	386
Bra016423	AT1G21400	89.2	1.48e-306	834
Bra016428	AT1G21250	71.5	0	1055
Bra016435	AT1G21070	86.3	1.8e-220	605
Bra016436	AT1G21065	88.3	1.97e-113	321
Bra016443	AT1G20910	71.3	2.14e-183	514
Bra016444	AT1G20900	87.6	1.09e-160	450
Bra016446	AT1G20860	87.4	0	890
Bra016447	AT1G20850	93	1.53e-242	660
Bra016448	AT1G20840	90.8	0	1273
Bra016449	AT1G20823	85.3	1.18e-116	329
Bra016452	AT1G20790	54	1.38e-116	345
Bra016457	AT1G20650	93.7	2.5e-259	705
Bra016459	AT1G20620	98.6	0	1013
Bra016460	AT1G20610	80.1	1.92e-235	648
Bra016462	AT1G20520	83.1	7.92e-134	375
Bra016463	AT1G20510	89.3	0	964
Bra016464	AT5G38120	73	1.71e-286	788
Bra016468	AT1G20350	64.4	6.94e-91	265
Bra016470	AT1G20340	85	1.54e-90	260
Bra016471	AT1G20270	91.3	2.2e-187	515
Bra016476	AT1G20110	73.3	4.93e-256	713
Bra016477	AT1G20090	100	1.18e-138	384
Bra016478	AT1G20080	82.9	0	885
Bra016482	AT1G19980	64	8.66e-131	376
Bra016486	AT1G19950	73.3	4.15e-125	360
Bra016488	AT1G19910	99.4	1.35e-95	273
Bra016491	AT1G19860	79.4	3.63e-217	600
Bra016497	AT1G19700	69.8	1.46e-206	583
Bra016498	AT1G19640	85.2	2.64e-237	650
Bra016499	AT1G19630	84.9	1.82e-252	693
Bra016501	AT1G19610	89.7	9.08e-53	158
Bra016502	AT1G19580	91.5	5.01e-171	473
Bra016504	AT1G19500	81.3	6.35e-34	110
Bra016505	AT1G19485	79.1	0	1261
Bra016506	AT1G19380	78.2	7.13e-76	222
Bra016512	AT1G19300	92.3	3.21e-241	657
Bra016513	AT1G19290	73.9	2.68e-138	434
Bra016519	AT1G19190	66.7	1.34e-154	435
Bra016521	AT1G19170	90.2	0	885
Bra016522	AT1G19150	86	5.26e-171	472
Bra016524	AT1G19130	89.9	1.72e-126	353
Bra016529	AT1G19010	70.2	1.97e-121	350
Bra016530	AT1G19000	71.4	1.83e-118	340
Bra016531	AT1G18960	83.8	1.94e-115	331
Bra016535	AT1G18860	76.5	1.74e-227	634
Bra016539	AT1G18830	67.4	0	1202
Bra016540	AT1G18810	73.1	1.58e-164	464
Bra016541	AT1G18800	91.1	4.61e-128	362
Bra016542	AT1G18790	62.7	8.03e-88	261
Bra016547	AT1G18670	85.7	0	1159
Bra016549	AT4G26190	71.9	1.18e-99	332
Bra016552	AT1G18580	90.4	0	976
Bra016553	AT1G18570	73.1	9.07e-172	480
Bra016556	AT1G18520	89.3	3.92e-177	488
Bra016559	AT1G18335	82.3	5.64e-136	383
Bra016561	AT1G18300	84	8.68e-128	358
Bra016563	AT1G18280	67.2	2.81e-61	187
Bra016565	AT1G18200	86.5	8.98e-136	380
Bra016568	AT1G18140	89.9	0	1073
Bra016569	AT1G18090	81.8	0	879
Bra016572	AT1G18040	90.5	3.74e-263	716
Bra016574	AT1G17970	72.6	7.62e-167	469
Bra016575	AT1G17950	84.5	1.98e-157	436
Bra016584	AT1G17840	95.7	0	1309
Bra016585	AT1G17830	77.8	3.61e-188	521
Bra016586	AT1G17790	67	1.76e-174	497
Bra016587	AT1G17780	56.6	5.98e-88	260
Bra016588	AT1G17760	87.1	0	1241
Bra016589	AT1G17745	86.4	0	1030
Bra016592	AT1G17690	80.7	0	1124
Bra016593	AT1G17620	80.7	4.11e-126	358
Bra016596	AT1G17540	73.4	0	1021
Bra016598	AT1G17520	72	3.98e-136	386
Bra016601	AT1G17430	87.1	5.17e-208	571
Bra016607	AT1G17290	87	0	946
Bra016609	AT1G17270	76.8	2.68e-299	821
Bra016610	AT1G17260	92.2	0	1700
Bra016611	AT1G17250	73.7	2.58e-160	479
Bra016612	AT1G17220	85.6	0	1611
Bra016615	AT1G17190	88.4	2.48e-145	403
Bra016616	AT1G17147	82.8	3.12e-53	160
Bra016618	AT1G17110	80	0	1374
Bra016622	AT1G16960	90.4	5.38e-73	212
Bra016629	AT1G16860	86.6	2.15e-291	794
Bra016630	AT1G16770	86.1	6.36e-172	484
Bra016631	AT1G16760	88.3	0	1248
Bra016632	AT1G16750	84.4	1.99e-306	836
Bra016633	AT1G16730	54.1	3.46e-32	113
Bra016637	AT1G16480	88.5	0	1684
Bra016638	AT1G16390	85.9	0	874
Bra016640	AT1G16330	77.2	0	915
Bra016645	AT1G15970	76.4	1.88e-176	493
Bra016651	AT1G15780	68.9	0	1382
Bra016652	AT1G15700	81.5	5.65e-200	555
Bra016653	AT1G15690	95.2	0	1395
Bra016657	AT1G15440	88.2	0	1596
Bra016661	AT1G15385	81.4	1.21e-30	102
Bra016663	AT1G15360	78.4	5.69e-100	287
Bra016665	AT1G15340	57.7	6.99e-83	256
Bra016666	AT1G15280	64.8	8.89e-206	586
Bra016668	AT1G15220	88.1	7.37e-97	276
Bra016672	AT1G15140	84.7	8.61e-178	492
Bra016674	AT1G15060	86.4	0	947
Bra016677	AT1G14980	96.9	8.28e-65	190
Bra016678	AT1G14890	87.1	7.67e-119	335
Bra016683	AT1G14700	81.8	3.56e-212	583
Bra016687	AT1G14670	95.6	0	1110
Bra016688	AT1G14650	84.3	0	1016
Bra016690	AT5G13130	62.5	1.78e-270	764
Bra016697	AT1G14560	93.7	1.01e-227	621
Bra016698	AT1G14510	90.1	3.7e-158	438
Bra016702	AT1G14410	86	9.64e-157	436
Bra016706	AT1G14320	97.3	2.12e-132	369
Bra016708	AT1G14130	89.1	1.75e-195	549
Bra016711	AT1G14110	71.1	4.05e-260	716
Bra016712	AT1G14080	82.3	0	912
Bra016713	AT1G14060	65.3	2.83e-52	163
Bra016714	AT1G14020	92.1	0	925
Bra016717	AT1G13940	67.6	0	1169
Bra016719	AT1G13930	83.3	4.31e-62	187
Bra016720	AT1G13920	71.1	1.08e-135	390
Bra016722	AT1G13880	73.5	2.74e-217	602
Bra016723	AT1G13870	90	4.09e-196	538
Bra016727	AT1G13540	78.5	1.63e-221	610
Bra016728	AT1G13520	83.2	2.58e-242	662
Bra016730	AT1G13410	79.7	7.13e-189	536
Bra016731	AT1G13390	62.1	1.29e-65	197
Bra016733	AT1G13310	74.3	6.69e-177	510
Bra016734	AT1G13300	75.1	2.27e-171	479
Bra016735	AT1G13280	85	2.51e-147	411
Bra016736	AT5G44600	74.9	5.05e-175	488
Bra016737	AT1G13200	69.8	1.22e-208	581
Bra016742	AT2G19960	59.8	1.78e-34	116
Bra016745	AT1G13020	69.8	3.54e-188	538
Bra016746	AT1G12990	95.4	6.9e-300	808
Bra016747	AT1G12940	91.5	8.06e-253	702
Bra016748	AT1G12920	97.9	2.49e-310	838
Bra016749	AT1G12860	72	6.38e-198	555
Bra016750	AT1G12850	77.4	3.63e-206	572
Bra016751	AT1G12845	78.3	9.27e-49	150
Bra016753	AT1G12830	62.4	7.42e-40	134
Bra016754	AT1G12820	88.4	0	1047
Bra016755	AT1G12810	72.8	6.51e-06	42.7
Bra016756	AT1G12805	68	3.68e-30	100
Bra016757	AT1G12780	95.7	1.76e-254	690
Bra016758	AT1G12770	90.4	0	926
Bra016759	AT1G12760	86.1	3.22e-207	575
Bra016761	AT1G12630	83.1	2.82e-86	251
Bra016764	AT1G12600	89.9	1.24e-219	602
Bra016766	AT1G12570	92.1	0	1055
Bra016767	AT1G12560	90.5	4.02e-186	510
Bra016768	AT1G12520	88.4	5.98e-179	496
Bra016769	AT1G12500	96.7	8.11e-240	654
Bra016770	AT1G12470	90.6	0	1758
Bra016776	AT1G12370	76.2	1.12e-272	746
Bra016785	AT1G12220	76.8	0	1374
Bra016789	AT1G12110	92.4	0	1083
Bra016790	AT1G12100	79.5	3.87e-66	196
Bra016794	AT1G12064	73.5	3.41e-52	159
Bra016795	AT1G12060	81.8	2.41e-115	327
Bra016796	AT1G12040	80.4	2.32e-132	410
Bra016797	AT1G12030	78	1.14e-160	448
Bra016798	AT1G12020	75	1.78e-109	313
Bra016801	AT1G11950	71.1	0	1174
Bra016802	AT1G11940	85	7.87e-238	650
Bra016803	AT1G11930	93.3	2.55e-165	457
Bra016806	AT1G11890	98.2	1.65e-156	431
Bra016807	AT1G11880	82.8	3.02e-300	818
Bra016811	AT1G11840	94	1.83e-197	542
Bra016812	AT1G11820	88.1	0	902
Bra016813	AT1G11790	86.1	6.18e-239	654
Bra016814	AT1G11760	80.4	1.84e-74	218
Bra016815	AT1G11755	82.3	2.63e-147	411
Bra016818	AT1G11720	86	0	1841
Bra016819	AT1G11690	71.7	2.49e-105	306
Bra016826	AT4G13220	80.7	7.33e-77	228
Bra016829	AT5G28237	87.3	2.19e-294	801
Bra016833	AT1G11475	97.2	2.54e-49	149
Bra016834	AT1G11440	60.8	7.89e-130	374
Bra016835	AT1G11430	89.3	4.34e-143	399
Bra016837	AT1G11400	74.4	4.6e-94	273
Bra016848	AT1G11200	86.4	2.76e-191	526
Bra016856	AT2G42810	94.1	0	910
Bra016857	AT2G42770	86	3.69e-141	394
Bra016860	AT2G42760	60.6	9.89e-85	253
Bra016862	AT2G42690	89.7	9.11e-279	757
Bra016864	AT2G42620	85.1	0	1177
Bra016866	AT2G42600	97	0	1865
Bra016867	AT2G42570	87.6	1.1e-258	703
Bra016868	AT2G42560	55.8	4.74e-71	242
Bra016869	AT2G42520	89.8	0	991
Bra016876	AT2G42440	62.8	1.91e-94	277
Bra016877	AT2G42430	87	1.61e-147	411
Bra016879	AT2G42400	78.9	1.74e-253	697
Bra016883	AT2G42320	72.9	5.48e-309	852
Bra016885	AT2G42290	81.3	3.04e-294	815
Bra016886	AT2G42280	81.2	3.25e-180	503
Bra016888	AT2G42250	88.3	0	900
Bra016889	AT2G42220	88.7	1.12e-148	413
Bra016893	AT2G42150	58.4	6.72e-153	453
Bra016894	AT2G42120	83.7	1.06e-245	672
Bra016900	AT2G41940	77	3.06e-96	282
Bra016902	AT2G41905	95.1	1.86e-31	103
Bra016903	AT2G41900	80.4	0	1026
Bra016906	AT2G41890	74.1	0	1087
Bra016907	AT1G58260	75	7.29e-293	802
Bra016909	AT2G41860	85.5	0	905
Bra016911	AT2G41850	83.4	2.38e-266	727
Bra016914	AT2G41835	84.7	1.74e-154	430
Bra016915	AT2G41830	86.9	0	1752
Bra016916	AT2G41820	88.9	1.2e-270	775
Bra016917	AT2G41800	85.9	4.4e-245	668
Bra016918	AT2G41440	54.2	2.65e-36	125
Bra016920	AT2G41705	76.6	4.09e-230	636
Bra016922	AT2G41660	78.4	1.16e-165	461
Bra016924	AT2G41620	93.6	0	1560
Bra016925	AT2G41600	68.8	8.43e-99	285
Bra016926	AT2G41560	92.2	0	1823
Bra016929	AT2G41500	86.5	4.4e-204	579
Bra016930	AT2G41480	90.9	2e-216	592
Bra016932	AT2G41460	68.1	1.66e-229	640
Bra016933	AT2G41451	82.9	1.53e-265	728
Bra016934	AT2G41430	77.8	8.92e-87	250
Bra016935	AT2G41420	100	2.11e-06	42
Bra016937	AT2G41380	84.4	3.04e-168	465
Bra016938	AT2G41370	90	2.17e-288	788
Bra016940	AT2G41340	75.7	1.79e-111	318
Bra016945	AT2G41250	84.9	2.4e-168	467
Bra016946	AT2G41240	77.7	2.32e-128	362
Bra016947	AT2G41230	78.4	2.38e-23	84.7
Bra016948	AT2G41220	93.9	0	3016
Bra016951	AT2G41130	92.9	9.49e-160	442
Bra016952	AT2G41120	80	5.04e-140	393
Bra016954	AT2G41060	64	9.3e-183	516
Bra016955	AT2G41020	79.5	6.89e-219	623
Bra016956	AT2G41010	67.1	5.29e-91	267
Bra016957	AT2G41000	78.9	3.29e-79	234
Bra016959	AT2G40950	66.4	2.38e-285	795
Bra016960	AT2G40935	82.5	4.06e-119	335
Bra016961	AT2G40930	89.2	0	1620
Bra016962	AT5G42440	71.7	3.15e-170	478
Bra016965	AT2G40880	89.2	1.11e-55	167
Bra016967	AT2G40820	83.2	1.91e-301	823
Bra016968	AT2G40810	86.7	5.6e-251	686
Bra016971	AT2G40780	87.2	2.92e-102	290
Bra016972	AT2G40770	78.3	0	2474
Bra016973	AT2G40760	87.5	9.72e-249	682
Bra016977	AT2G40690	92.4	6.16e-268	730
Bra016980	AT2G40620	83.6	1.82e-184	513
Bra016983	AT2G40570	81.6	5.4e-317	863
Bra016985	AT2G40550	85.9	0	977
Bra016986	AT2G40540	90.3	0	1447
Bra016989	AT2G40490	94.2	1.3e-263	717
