kegg_id,symbol,brapa_gene,arabidopsis_agi
ath:AT5G51550,EXL3,Bra022553,AT5G51550
ath:AT5G51640,YLS7,Bra022556,AT5G51640
ath:AT5G51660,CPSF160,Bra022557,AT5G51660
ath:AT5G51670,AT5G51670,Bra022558,AT5G51670
ath:AT5G51690,ACS12,Bra022560,AT5G51690
ath:AT5G51700,PBS2,Bra022561,AT5G51700
ath:AT5G51780,AT5G51780,Bra022562,AT5G51780
ath:AT5G51800,AT5G51800,Bra022563,AT5G51800
ath:AT5G51810,GA20OX2,Bra022565,AT5G51810
ath:AT5G51890,AT5G51890,Bra022567,AT5G51890
ath:AT5G51910,AT5G51910,Bra022568,AT5G51910
ath:AT5G51920,AT5G51920,Bra022569,AT5G51920
ath:AT5G51960,AT5G51960,Bra022572,AT5G51960
ath:AT5G52030,AT5G52030,Bra022574,AT5G52030
ath:AT5G52050,AT5G52050,Bra022576,AT5G52050
ath:AT5G52155,AT5G52155,Bra022580,AT5G52155
ath:AT5G60610,AT5G60610,Bra022582,AT5G60610
ath:AT5G52280,AT5G52280,Bra022583,AT5G52280
ath:AT5G52300,LTI65,Bra022584,AT5G52300
ath:AT5G52340,EXO70A2,Bra022586,AT5G52340
ath:AT5G52390,AT5G52390,Bra022587,AT5G52390
ath:AT5G52410,AT5G52410,Bra022589,AT5G52410
ath:AT5G52420,AT5G52420,Bra022592,AT5G52420
ath:AT5G52440,HCF106,Bra022593,AT5G52440
ath:AT5G52510,SCL8,Bra022596,AT5G52510
ath:AT5G52520,OVA6,Bra022597,AT5G52520
ath:AT5G52540,AT5G52540,Bra022598,AT5G52540
ath:AT5G52545,AT5G52545,Bra022599,AT5G52545
ath:AT5G52550,AT5G52550,Bra022600,AT5G52550
ath:AT5G52580,AT5G52580,Bra022601,AT5G52580
ath:AT5G52740,AT5G52740,Bra022604,AT5G52740
ath:AT5G52760,AT5G52760,Bra022605,AT5G52760
ath:AT5G52780,AT5G52780,Bra022608,AT5G52780
ath:AT5G52800,AT5G52800,Bra022610,AT5G52800
ath:AT5G52820,AT5G52820,Bra022611,AT5G52820
ath:AT5G52830,WRKY27,Bra022612,AT5G52830
ath:AT5G52860,ABCG8,Bra022614,AT5G52860
ath:AT5G52890,AT5G52890,Bra022616,AT5G52890
ath:AT5G53030,AT5G53030,Bra022620,AT5G53030
ath:AT4G08620,SULTR1,Bra022623,AT4G08620
ath:AT5G53070,AT5G53070,Bra022625,AT5G53070
ath:AT5G53080,AT5G53080,Bra022627,AT5G53080
ath:AT5G53090,AT5G53090,Bra022628,AT5G53090
ath:AT5G53110,AT5G53110,Bra022630,AT5G53110
ath:AT5G53120,SPDS3,Bra022631,AT5G53120
ath:AT5G53130,CNGC1,Bra022632,AT5G53130
ath:AT5G53170,FTSH11,Bra022635,AT5G53170
ath:AT5G53190,SWEET3,Bra022636,AT5G53190
ath:AT5G53200,TRY,Bra022637,AT5G53200
ath:AT5G53290,CRF3,Bra022643,AT5G53290
ath:AT5G53310,AT5G53310,Bra022646,AT5G53310
ath:AT5G53370,PMEPCRF,Bra022648,AT5G53370
ath:AT5G28720,AT5G28720,Bra022652,AT5G28720
ath:AT5G53470,ACBP1,Bra022656,AT5G53470
ath:AT5G53500,AT5G53500,Bra022657,AT5G53500
ath:AT5G53520,OPT8,Bra022658,AT5G53520
ath:AT5G53560,CB5-E,Bra022660,AT5G53560
ath:AT5G53590,AT5G53590,Bra022663,AT5G53590
ath:AT5G53660,GRF7,Bra022667,AT5G53660
ath:AT5G53730,AT5G53730,Bra022668,AT5G53730
ath:AT5G53790,AT5G53790,Bra022669,AT5G53790
ath:AT5G53780,AT5G53780,Bra022671,AT5G53780
ath:AT5G53820,AT5G53820,Bra022674,AT5G53820
ath:AT5G53830,AT5G53830,Bra022675,AT5G53830
ath:AT5G53880,AT5G53880,Bra022678,AT5G53880
ath:AT5G53900,AT5G53900,Bra022680,AT5G53900
ath:AT5G53920,AT5G53920,Bra022682,AT5G53920
ath:AT5G53930,AT5G53930,Bra022683,AT5G53930
ath:AT5G53950,CUC2,Bra022685,AT5G53950
ath:AT5G53970,TAT7,Bra022686,AT5G53970
ath:AT5G53980,HB52,Bra022687,AT5G53980
ath:AT5G53990,AT5G53990,Bra022688,AT5G53990
ath:AT5G54080,HGO,Bra022692,AT5G54080
ath:AT5G54090,AT5G54090,Bra022693,AT5G54090
ath:AT5G54110,MAMI,Bra022697,AT5G54110
ath:AT5G54145,AT5G54145,Bra022699,AT5G54145
ath:AT5G54240,AT5G54240,Bra022701,AT5G54240
ath:AT5G54250,CNGC4,Bra022702,AT5G54250
ath:AT5G54280,ATM2,Bra022708,AT5G54280
ath:AT5G54290,CcdA,Bra022709,AT5G54290
ath:AT1G04870,PRMT10,Bra022716,AT1G04870
ath:AT5G54390,HL,Bra022717,AT5G54390
ath:AT5G54400,AT5G54400,Bra022719,AT5G54400
ath:AT5G54440,CLUB,Bra022720,AT5G54440
ath:AT5G54430,PHOS32,Bra022721,AT5G54430
ath:AT5G54470,BBX29,Bra022722,AT5G54470
ath:AT5G54490,PBP1,Bra022723,AT5G54490
ath:AT5G54510,DFL1,Bra022725,AT5G54510
ath:AT5G54630,AT5G54630,Bra022735,AT5G54630
ath:AT5G54680,ILR3,Bra022738,AT5G54680
ath:AT5G51030,AT5G51030,Bra022746,AT5G51030
ath:AT5G51020,CRL,Bra022747,AT5G51020
ath:AT5G51010,AT5G51010,Bra022748,AT5G51010
ath:AT5G50970,AT5G50970,Bra022749,AT5G50970
ath:AT5G50930,AT5G50930,Bra022750,AT5G50930
ath:AT5G50920,CLPC1,Bra022751,AT5G50920
ath:AT5G42660,AT5G42660,Bra022752,AT5G42660
ath:AT5G50915,AT5G50915,Bra022753,AT5G50915
ath:AT5G50870,UBC27,Bra022755,AT5G50870
ath:AT5G50850,MAB1,Bra022757,AT5G50850
ath:AT5G50840,AT5G50840,Bra022758,AT5G50840
ath:AT5G50810,TIM8,Bra022760,AT5G50810
ath:AT5G50790,SWEET10,Bra022761,AT5G50790
ath:AT5G50780,AT5G50780,Bra022762,AT5G50780
ath:AT5G50760,AT5G50760,Bra022763,AT5G50760
ath:AT5G50740,AT5G50740,Bra022764,AT5G50740
ath:AT5G50720,HVA22E,Bra022765,AT5G50720
ath:AT5G50670,SPL13B,Bra022766,AT5G50670
ath:AT2G29990,NDA2,Bra022768,AT2G29990
ath:AT4G25490,CBF1,Bra022770,AT4G25490
ath:AT2G30020,AT2G30020,Bra022772,AT2G30020
ath:AT3G01340,AT3G01340,Bra022774,AT3G01340
ath:AT2G30060,AT2G30060,Bra022775,AT2G30060
ath:AT2G30070,KT1,Bra022776,AT2G30070
ath:AT2G30140,UGT87A2,Bra022781,AT2G30140
ath:AT2G30250,WRKY25,Bra022786,AT2G30250
ath:AT2G30270,AT2G30270,Bra022787,AT2G30270
ath:AT2G30320,AT2G30320,Bra022789,AT2G30320
ath:AT2G30330,BLOS1,Bra022792,AT2G30330
ath:AT2G30350,AT2G30350,Bra022793,AT2G30350
ath:AT2G30370,CHAL,Bra022795,AT2G30370
ath:AT2G30470,HSI2,Bra022801,AT2G30470
ath:AT2G30530,AT2G30530,Bra022806,AT2G30530
ath:AT2G30590,WRKY21,Bra022808,AT2G30590
ath:AT2G30740,AT2G30740,Bra022812,AT2G30740
ath:AT2G30770,CYP71A13,Bra022813,AT2G30770
ath:AT2G30860,GSTF9,Bra022815,AT2G30860
ath:AT2G30870,GSTF10,Bra022816,AT2G30870
ath:AT2G30910,ARPC1A,Bra022818,AT2G30910
ath:AT5G28540,BIP1,Bra022819,AT5G28540
ath:AT2G31010,AT2G31010,Bra022820,AT2G31010
ath:AT2G31035,AT2G31035,Bra022821,AT2G31035
ath:AT2G31110,AT2G31110,Bra022827,AT2G31110
ath:AT2G31140,AT2G31140,Bra022829,AT2G31140
ath:AT2G31350,GLX2-5,Bra022836,AT2G31350
ath:AT2G31410,AT2G31410,Bra022840,AT2G31410
ath:AT2G31440,AT2G31440,Bra022841,AT2G31440
ath:AT2G31450,ATNTH1,Bra022842,AT2G31450
ath:AT2G31510,ARI7,Bra022845,AT2G31510
ath:AT2G31530,SCY2,Bra022846,AT2G31530
ath:AT2G25735,AT2G25735,Bra022847,AT2G25735
ath:AT5G18360,AT5G18360,Bra022850,AT5G18360
ath:AT2G31560,AT2G31560,Bra022852,AT2G31560
ath:AT2G31580,AT2G31580,Bra022856,AT2G31580
ath:AT2G31600,AT2G31600,Bra022857,AT2G31600
ath:AT1G66620,AT1G66620,Bra022858,AT1G66620
ath:AT2G31690,AT2G31690,Bra022862,AT2G31690
ath:AT2G31800,AT2G31800,Bra022866,AT2G31800
ath:AT2G31840,MRL7-L,Bra022868,AT2G31840
ath:AT2G31880,SOBIR1,Bra022870,AT2G31880
ath:AT2G31900,XIF,Bra022871,AT2G31900
ath:AT2G31955,CNX2,Bra022872,AT2G31955
ath:AT2G31970,RAD50,Bra022873,AT2G31970
ath:AT2G31990,AT2G31990,Bra022874,AT2G31990
ath:AT2G32000,AT2G32000,Bra022875,AT2G32000
ath:AT2G32060,AT2G32060,Bra022878,AT2G32060
ath:AT2G32260,CCT1,Bra022881,AT2G32260
ath:AT2G32295,AT2G32295,Bra022884,AT2G32295
ath:AT2G32360,AT2G32360,Bra022886,AT2G32360
ath:AT2G32500,AT2G32500,Bra022889,AT2G32500
ath:AT2G32630,AT2G32630,Bra022891,AT2G32630
ath:AT2G32640,AT2G32640,Bra022892,AT2G32640
ath:AT2G32670,VAMP725,Bra022893,AT2G32670
ath:AT2G32700,LUH,Bra022896,AT2G32700
ath:AT2G32710,AT2G32710,Bra022897,AT2G32710
ath:AT2G32760,AT2G32760,Bra022901,AT2G32760
ath:AT2G32770,PAP13,Bra022903,AT2G32770
ath:AT2G32790,AT2G32790,Bra022904,AT2G32790
ath:AT2G32800,AP4.3A,Bra022905,AT2G32800
ath:AT2G32820,AT2G32820,Bra022906,AT2G32820
ath:AT2G33040,ATP3,Bra022908,AT2G33040
ath:AT1G47790,AT1G47790,Bra022909,AT1G47790
ath:AT1G64700,AT1G64700,Bra022910,AT1G64700
ath:AT2G32980,AUG2,Bra022916,AT2G32980
ath:AT2G32940,AGO6,Bra022918,AT2G32940
ath:AT2G32900,ATZW10,Bra022921,AT2G32900
ath:AT2G32890,RALFL17,Bra022922,AT2G32890
ath:AT2G32850,AT2G32850,Bra022924,AT2G32850
ath:AT2G32830,PHT1,Bra022925,AT2G32830
ath:AT2G33160,AT2G33160,Bra022928,AT2G33160
ath:AT2G33200,AT2G33200,Bra022930,AT2G33200
ath:AT2G33210,HSP60-2,Bra022931,AT2G33210
ath:AT2G33255,AT2G33255,Bra022933,AT2G33255
ath:AT2G33310,IAA13,Bra022934,AT2G33310
ath:AT2G33410,AT2G33410,Bra022938,AT2G33410
ath:AT1G20940,AT1G20940,Bra022940,AT1G20940
ath:AT2G33435,AT2G33435,Bra022941,AT2G33435
ath:AT2G33570,GALS1,Bra022944,AT2G33570
ath:AT2G33585,AT2G33585,Bra022945,AT2G33585
ath:AT2G33630,AT2G33630,Bra022947,AT2G33630
ath:AT2G33690,AT2G33690,Bra022950,AT2G33690
ath:AT2G33830,AT2G33830,Bra022956,AT2G33830
ath:AT2G34020,AT2G34020,Bra022963,AT2G34020
ath:AT2G34040,AT2G34040,Bra022964,AT2G34040
ath:AT2G34070,TBL37,Bra022965,AT2G34070
ath:AT2G34200,AT2G34200,Bra022967,AT2G34200
ath:AT2G34210,AT2G34210,Bra022968,AT2G34210
ath:AT2G34250,AT2G34250,Bra022969,AT2G34250
ath:AT2G34330,AT2G34330,Bra022972,AT2G34330
ath:AT2G34357,AT2G34357,Bra022973,AT2G34357
ath:AT2G34430,LHB1B1,Bra022976,AT2G34430
ath:AT2G34570,MEE21,Bra022980,AT2G34570
ath:AT2G34630,GPS1,Bra022982,AT2G34630
ath:AT2G34670,AT2G34670,Bra022983,AT2G34670
ath:AT2G34680,AIR9,Bra022984,AT2G34680
ath:AT2G34690,ACD11,Bra022985,AT2G34690
ath:AT4G14590,emb2739,Bra022986,AT4G14590
ath:AT2G34730,AT2G34730,Bra022987,AT2G34730
ath:AT2G34740,AT2G34740,Bra022988,AT2G34740
ath:AT2G34840,AT2G34840,Bra022994,AT2G34840
ath:AT2G35050,AT2G35050,Bra022999,AT2G35050
ath:AT2G35155,AT2G35155,Bra023002,AT2G35155
ath:AT2G35190,NPSN11,Bra023003,AT2G35190
ath:AT2G35260,AT2G35260,Bra023006,AT2G35260
ath:AT2G35320,EYA,Bra023008,AT2G35320
ath:AT2G35550,BPC7,Bra023013,AT2G35550
ath:AT1G61840,AT1G61840,Bra023019,AT1G61840
ath:AT2G35650,CSLA07,Bra023020,AT2G35650
ath:AT2G35658,AT2G35658,Bra023021,AT2G35658
ath:AT1G72110,AT1G72110,Bra023022,AT1G72110
ath:AT2G35690,ACX5,Bra023025,AT2G35690
ath:AT2G35760,AT2G35760,Bra023027,AT2G35760
ath:AT2G35790,AT2G35790,Bra023029,AT2G35790
ath:AT2G35795,AT2G35795,Bra023030,AT2G35795
ath:AT2G35800,SAMTL,Bra023031,AT2G35800
ath:AT1G11300,AT1G11300,Bra023032,AT1G11300
ath:AT2G35880,AT2G35880,Bra023036,AT2G35880
ath:AT2G35920,AT2G35920,Bra023043,AT2G35920
ath:AT2G36100,CASP1,Bra023049,AT2G36100
ath:AT2G36120,DOT1,Bra023050,AT2G36120
ath:AT2G36190,cwINV4,Bra023053,AT2G36190
ath:AT2G36210,AT2G36210,Bra023055,AT2G36210
ath:AT2G36230,APG10,Bra023056,AT2G36230
ath:AT2G36305,FACE2,Bra023057,AT2G36305
ath:AT2G36310,URH1,Bra023060,AT2G36310
ath:AT2G36325,AT2G36325,Bra023062,AT2G36325
ath:AT2G48010,RKF3,Bra023063,AT2G48010
ath:AT2G36410,AT2G36410,Bra023068,AT2G36410
ath:AT2G36470,AT2G36470,Bra023071,AT2G36470
ath:AT2G36530,LOS2,Bra023072,AT2G36530
ath:AT2G36560,AT2G36560,Bra023073,AT2G36560
ath:AT2G36570,AT2G36570,Bra023075,AT2G36570
ath:AT2G36800,DOGT1,Bra023081,AT2G36800
ath:AT2G36880,MAT3,Bra023084,AT2G36880
ath:AT2G36890,RAX2,Bra023085,AT2G36890
ath:AT2G36910,ABCB1,Bra023087,AT2G36910
ath:AT2G36930,AT2G36930,Bra023088,AT2G36930
ath:AT2G37020,AT2G37020,Bra023091,AT2G37020
ath:AT2G37025,TRFL8,Bra023092,AT2G37025
ath:AT2G37030,AT2G37030,Bra023093,AT2G37030
ath:AT2G37050,AT2G37050,Bra023094,AT2G37050
ath:AT2G37060,NF-YB8,Bra023095,AT2G37060
ath:AT2G37080,RIP2,Bra023096,AT2G37080
ath:AT2G37110,AT2G37110,Bra023098,AT2G37110
ath:AT2G37130,AT2G37130,Bra023099,AT2G37130
ath:AT2G37170,PIP2B,Bra023103,AT2G37170
ath:AT2G37195,AT2G37195,Bra023106,AT2G37195
ath:AT2G37220,AT2G37220,Bra023108,AT2G37220
ath:AT2G37230,AT2G37230,Bra023109,AT2G37230
ath:AT2G37250,ADK,Bra023111,AT2G37250
ath:AT2G37260,TTG2,Bra023112,AT2G37260
ath:AT2G37340,RS2Z33,Bra023114,AT2G37340
ath:AT2G37400,AT2G37400,Bra023116,AT2G37400
ath:AT1G30680,AT1G30680,Bra023117,AT1G30680
ath:AT1G30700,AT1G30700,Bra023122,AT1G30700
ath:AT1G30730,AT1G30730,Bra023126,AT1G30730
ath:AT1G30740,AT1G30740,Bra023127,AT1G30740
ath:AT3G12230,scpl14,Bra023128,AT3G12230
ath:AT1G30750,AT1G30750,Bra023129,AT1G30750
ath:AT1G30755,AT1G30755,Bra023130,AT1G30755
ath:AT1G30760,AT1G30760,Bra023131,AT1G30760
ath:AT1G30810,JMJ18,Bra023136,AT1G30810
ath:AT1G30820,AT1G30820,Bra023137,AT1G30820
ath:AT1G30825,DIS2,Bra023140,AT1G30825
ath:AT1G30845,AT1G30845,Bra023143,AT1G30845
ath:AT1G30840,PUP4,Bra023144,AT1G30840
ath:AT1G12663,AT1G12663,Bra023145,AT1G12663
ath:AT1G30850,RSH4,Bra023146,AT1G30850
ath:AT1G30860,AT1G30860,Bra023148,AT1G30860
ath:AT1G30900,VSR6,Bra023151,AT1G30900
ath:AT1G30960,AT1G30960,Bra023152,AT1G30960
ath:AT1G30970,SUF4,Bra023153,AT1G30970
ath:AT1G31010,OSB4,Bra023154,AT1G31010
ath:AT1G31050,AT1G31050,Bra023158,AT1G31050
ath:AT1G31130,AT1G31130,Bra023161,AT1G31130
ath:AT1G31140,GOA,Bra023162,AT1G31140
ath:AT1G31175,AT1G31175,Bra023164,AT1G31175
ath:AT1G31190,IMPL1,Bra023165,AT1G31190
ath:AT3G02120,AT3G02120,Bra023167,AT3G02120
ath:AT1G31220,AT1G31220,Bra023168,AT1G31220
ath:AT1G31230,AK-HSDH_I,Bra023169,AT1G31230
ath:AT1G31240,AT1G31240,Bra023170,AT1G31240
ath:AT1G31260,ZIP10,Bra023171,AT1G31260
ath:AT1G31280,AGO2,Bra023172,AT1G31280
ath:AT1G31330,PSAF,Bra023176,AT1G31330
ath:AT1G31335,AT1G31335,Bra023177,AT1G31335
ath:AT5G22540,AT5G22540,Bra023179,AT5G22540
ath:AT1G31350,KUF1,Bra023181,AT1G31350
ath:AT1G31450,AT1G31450,Bra023187,AT1G31450
ath:AT1G31460,AT1G31460,Bra023188,AT1G31460
ath:AT1G31470,NFD4,Bra023189,AT1G31470
ath:AT1G31480,SGR2,Bra023190,AT1G31480
ath:AT1G31490,AT1G31490,Bra023191,AT1G31490
ath:AT1G31650,ROPGEF14,Bra023198,AT1G31650
ath:AT1G31730,AT1G31730,Bra023199,AT1G31730
ath:AT1G31760,AT1G31760,Bra023201,AT1G31760
ath:AT1G31770,ABCG14,Bra023202,AT1G31770
ath:AT1G31780,AT1G31780,Bra023203,AT1G31780
ath:AT1G31810,AFH14,Bra023204,AT1G31810
ath:AT1G31814,FRL2,Bra023207,AT1G31814
ath:AT1G31817,NFD3,Bra023208,AT1G31817
ath:AT1G31820,PUT1,Bra023209,AT1G31820
ath:AT1G31830,PUT2,Bra023210,AT1G31830
ath:AT5G01900,WRKY62,Bra023211,AT5G01900
ath:AT1G31850,AT1G31850,Bra023213,AT1G31850
ath:AT1G31930,XLG3,Bra023220,AT1G31930
ath:AT3G10800,BZIP28,Bra023224,AT3G10800
ath:AT1G31970,STRS1,Bra023227,AT1G31970
ath:AT1G33540,scpl18,Bra023233,AT1G33540
ath:AT1G32060,PRK,Bra023235,AT1G32060
ath:AT5G50160,FRO8,Bra023239,AT5G50160
ath:AT1G32120,AT1G32120,Bra023240,AT1G32120
ath:AT1G32127,AT1G32127,Bra023241,AT1G32127
ath:AT1G32130,IWS1,Bra023242,AT1G32130
ath:AT1G32150,bZIP68,Bra023243,AT1G32150
ath:AT1G32190,AT1G32190,Bra023247,AT1G32190
ath:AT1G32220,AT1G32220,Bra023250,AT1G32220
ath:AT1G32240,KAN2,Bra023254,AT1G32240
ath:AT1G32260,AT1G32260,Bra023255,AT1G32260
ath:AT1G32320,MKK10,Bra023257,AT1G32320
ath:AT1G32330,HSFA1D,Bra023258,AT1G32330
ath:AT1G32360,AT1G32360,Bra023260,AT1G32360
ath:AT1G32370,TOM2B,Bra023262,AT1G32370
ath:AT1G32380,PRS2,Bra023263,AT1G32380
ath:AT1G32410,AT1G32410,Bra023265,AT1G32410
ath:AT1G32415,AT1G32415,Bra023266,AT1G32415
ath:AT1G32470,AT1G32470,Bra023270,AT1G32470
ath:AT1G05060,AT1G05060,Bra023271,AT1G05060
ath:AT3G51530,AT3G51530,Bra023272,AT3G51530
ath:AT1G32520,AT1G32520,Bra023273,AT1G32520
ath:AT1G32530,AT1G32530,Bra023274,AT1G32530
ath:AT1G32550,FdC2,Bra023277,AT1G32550
ath:AT1G32700,AT1G32700,Bra023280,AT1G32700
ath:AT1G32740,AT1G32740,Bra023282,AT1G32740
ath:AT2G26550,HO2,Bra023283,AT2G26550
ath:AT1G32760,AT1G32760,Bra023284,AT1G32760
ath:AT1G32770,NAC012,Bra023288,AT1G32770
ath:AT1G32780,AT1G32780,Bra023290,AT1G32780
ath:AT1G32790,CID11,Bra023291,AT1G32790
ath:AT1G32860,AT1G32860,Bra023293,AT1G32860
ath:AT1G32928,AT1G32928,Bra023295,AT1G32928
ath:AT1G32930,AT1G32930,Bra023296,AT1G32930
ath:AT1G32940,SBT3.5,Bra023297,AT1G32940
ath:AT1G32990,PRPL11,Bra023302,AT1G32990
ath:AT1G33055,AT1G33055,Bra023305,AT1G33055
ath:AT3G27890,NQR,Bra023306,AT3G27890
ath:AT5G11160,APT5,Bra023310,AT5G11160
ath:AT5G11170,UAP56a,Bra023311,AT5G11170
ath:AT5G11260,HY5,Bra023317,AT5G11260
ath:AT5G11420,AT5G11420,Bra023324,AT5G11420
ath:AT5G11530,EMF1,Bra023327,AT5G11530
ath:AT5G11540,GulLO3,Bra023328,AT5G11540
ath:AT5G11580,AT5G11580,Bra023331,AT5G11580
ath:AT5G11590,TINY2,Bra023332,AT5G11590
ath:AT5G11600,AT5G11600,Bra023333,AT5G11600
ath:AT5G11710,AT5G11710,Bra023337,AT5G11710
ath:AT5G11770,AT5G11770,Bra023341,AT5G11770
ath:AT5G11830,AT5G11830,Bra023346,AT5G11830
ath:AT5G11940,AT5G11940,Bra023349,AT5G11940
ath:AT5G11950,LOG8,Bra023351,AT5G11950
ath:AT5G11980,AT5G11980,Bra023354,AT5G11980
ath:AT5G11990,AT5G11990,Bra023357,AT5G11990
ath:AT5G12010,AT5G12010,Bra023359,AT5G12010
ath:AT5G12020,HSP17.6II,Bra023360,AT5G12020
ath:AT5G12050,AT5G12050,Bra023361,AT5G12050
ath:AT5G12080,MSL10,Bra023362,AT5G12080
ath:AT5G12140,CYS1,Bra023365,AT5G12140
ath:AT5G12170,CLT3,Bra023366,AT5G12170
ath:AT5G12270,AT5G12270,Bra023370,AT5G12270
ath:AT5G12290,DGS1,Bra023371,AT5G12290
ath:AT5G12330,LRP1,Bra023372,AT5G12330
ath:AT5G12340,AT5G12340,Bra023373,AT5G12340
ath:AT5G12350,AT5G12350,Bra023374,AT5G12350
ath:AT5G12390,FIS1B,Bra023375,AT5G12390
ath:AT5G12400,AT5G12400,Bra023376,AT5G12400
ath:AT5G12420,AT5G12420,Bra023377,AT5G12420
ath:AT5G12990,CLE40,Bra023385,AT5G12990
ath:AT5G13000,GSL12,Bra023386,AT5G13000
ath:AT5G13010,EMB3011,Bra023387,AT5G13010
ath:AT5G13140,AT5G13140,Bra023392,AT5G13140
ath:AT5G13170,SAG29,Bra023394,AT5G13170
ath:AT5G13180,NAC083,Bra023395,AT5G13180
ath:AT5G13190,GILP,Bra023396,AT5G13190
ath:AT5G13200,AT5G13200,Bra023398,AT5G13200
ath:AT5G13320,PBS3,Bra023403,AT5G13320
ath:AT5G13380,AT5G13380,Bra023405,AT5G13380
ath:AT5G13400,AT5G13400,Bra023408,AT5G13400
ath:AT5G13410,AT5G13410,Bra023409,AT5G13410
ath:AT5G13450,ATP5,Bra023413,AT5G13450
ath:AT5G13620,AT5G13620,Bra023424,AT5G13620
ath:AT5G13670,UMAMIT15,Bra023428,AT5G13670
ath:AT5G13690,CYL1,Bra023429,AT5G13690
ath:AT5G13740,ZIF1,Bra023432,AT5G13740
ath:AT5G13760,AT5G13760,Bra023433,AT5G13760
ath:AT5G13770,AT5G13770,Bra023434,AT5G13770
ath:AT5G13780,AT5G13780,Bra023435,AT5G13780
ath:AT5G13825,AT5G13825,Bra023438,AT5G13825
ath:AT5G13860,ELC-Like,Bra023439,AT5G13860
ath:AT5G13940,AT5G13940,Bra023442,AT5G13940
ath:AT5G14070,ROXY2,Bra023448,AT5G14070
ath:AT5G14130,AT5G14130,Bra023449,AT5G14130
ath:AT5G14200,IMD1,Bra023450,AT5G14200
ath:AT5G14250,COP13,Bra023453,AT5G14250
ath:AT5G14260,AT5G14260,Bra023454,AT5G14260
ath:AT4G17700,AT4G17700,Bra023471,AT4G17700
ath:AT5G14530,AT5G14530,Bra023473,AT5G14530
ath:AT5G14540,AT5G14540,Bra023474,AT5G14540
ath:AT5G14570,NRT2.7,Bra023475,AT5G14570
ath:AT5G14610,AT5G14610,Bra023478,AT5G14610
ath:AT5G14700,AT5G14700,Bra023481,AT5G14700
ath:AT5G14740,CA2,Bra023485,AT5G14740
ath:AT5G14850,AT5G14850,Bra023489,AT5G14850
ath:AT5G14880,AT5G14880,Bra023490,AT5G14880
ath:AT5G14895,AT5G14895,Bra023491,AT5G14895
ath:AT5G14910,AT5G14910,Bra023492,AT5G14910
ath:AT5G14940,AT5G14940,Bra023494,AT5G14940
ath:AT5G14950,GMII,Bra023496,AT5G14950
ath:AT5G14960,DEL2,Bra023497,AT5G14960
ath:AT5G14970,AT5G14970,Bra023498,AT5G14970
ath:AT5G14990,AT5G14990,Bra023499,AT5G14990
ath:AT5G15010,AT5G15010,Bra023500,AT5G15010
ath:AT5G15050,AT5G15050,Bra023502,AT5G15050
ath:AT5G15150,HB-3,Bra023506,AT5G15150
ath:AT5G15180,AT5G15180,Bra023509,AT5G15180
ath:AT5G15190,AT5G15190,Bra023510,AT5G15190
ath:AT5G15230,GASA4,Bra023513,AT5G15230
ath:AT5G15280,AT5G15280,Bra023514,AT5G15280
ath:AT5G15400,AT5G15400,Bra023516,AT5G15400
ath:AT5G15450,CLPB3,Bra023518,AT5G15450
ath:AT5G15510,AT5G15510,Bra023521,AT5G15510
ath:AT5G15540,EMB2773,Bra023522,AT5G15540
ath:AT5G15550,AT5G15550,Bra023524,AT5G15550
ath:AT5G15570,AT5G15570,Bra023525,AT5G15570
ath:AT5G15600,SP1L4,Bra023527,AT5G15600
ath:AT5G15630,IRX6,Bra023528,AT5G15630
ath:AT5G15680,AT5G15680,Bra023532,AT5G15680
ath:AT5G15700,AT5G15700,Bra023533,AT5G15700
ath:AT5G15830,bZIP3,Bra023540,AT5G15830
ath:AT5G15850,COL1,Bra023541,AT5G15850
ath:AT5G15860,PCME,Bra023542,AT5G15860
ath:AT5G01150,AT5G01150,Bra023543,AT5G01150
ath:AT5G15910,AT5G15910,Bra023545,AT5G15910
ath:AT5G15930,PAM1,Bra023546,AT5G15930
ath:AT5G15940,AT5G15940,Bra023547,AT5G15940
ath:AT5G16120,AT5G16120,Bra023553,AT5G16120
ath:AT5G16160,AT5G16160,Bra023554,AT5G16160
ath:AT5G16180,CRS1,Bra023555,AT5G16180
ath:AT5G16210,AT5G16210,Bra023556,AT5G16210
ath:AT5G16290,VAT1,Bra023559,AT5G16290
ath:AT5G16360,AT5G16360,Bra023560,AT5G16360
ath:AT5G16330,AT5G16330,Bra023561,AT5G16330
ath:AT5G16400,TRXF2,Bra023564,AT5G16400
ath:AT5G16410,AT5G16410,Bra023565,AT5G16410
ath:AT5G16460,AT5G16460,Bra023566,AT5G16460
ath:AT5G16470,AT5G16470,Bra023567,AT5G16470
ath:AT3G15420,AT3G15420,Bra023568,AT3G15420
ath:AT5G16560,KAN,Bra023570,AT5G16560
ath:AT5G16550,AT5G16550,Bra023572,AT5G16550
ath:AT5G16590,AT5G16590,Bra023574,AT5G16590
ath:AT5G60790,ABCF1,Bra023575,AT5G60790
ath:AT5G16630,RAD4,Bra023578,AT5G16630
ath:AT5G16710,DHAR3,Bra023579,AT5G16710
ath:AT5G16700,AT5G16700,Bra023580,AT5G16700
ath:AT5G16740,AT5G16740,Bra023581,AT5G16740
ath:AT5G16750,TOZ,Bra023582,AT5G16750
ath:AT5G16810,AT5G16810,Bra023583,AT5G16810
ath:AT5G16820,HSF3,Bra023584,AT5G16820
