Gene stable ID,Transcript stable ID,Transcript name,Gene description,GOSlim GOA Accession(s),GOSlim GOA Description,BrassEnsembl ID
Bra024202,Bra024202.1,,AT4G28450 (E=7e-223) | nucleotide binding / protein binding ,GO:0005634,nucleus,
Bra024202,Bra024202.1,,AT4G28450 (E=7e-223) | nucleotide binding / protein binding ,GO:0008150,biological_process,
Bra024202,Bra024202.1,,AT4G28450 (E=7e-223) | nucleotide binding / protein binding ,GO:0008152,metabolic process,
Bra024202,Bra024202.1,,AT4G28450 (E=7e-223) | nucleotide binding / protein binding ,GO:0019538,protein metabolic process,
Bra024202,Bra024202.1,,AT4G28450 (E=7e-223) | nucleotide binding / protein binding ,GO:0036211,protein modification process,
Bra024202,Bra024202.1,,AT4G28450 (E=7e-223) | nucleotide binding / protein binding ,GO:0005730,nucleolus,
Bra024202,Bra024202.1,,AT4G28450 (E=7e-223) | nucleotide binding / protein binding ,GO:0006139,nucleobase-containing compound metabolic process,
Bra002439,Bra002439.1,,"AT5G22910 (E=0.0) ATCHX9, CHX9 | ATCHX9; monovalent cation:proton antiporter/ sodium:hydrogen antiporter ",GO:0005575,cellular_component,
Bra002439,Bra002439.1,,"AT5G22910 (E=0.0) ATCHX9, CHX9 | ATCHX9; monovalent cation:proton antiporter/ sodium:hydrogen antiporter ",GO:0016020,membrane,
Bra002439,Bra002439.1,,"AT5G22910 (E=0.0) ATCHX9, CHX9 | ATCHX9; monovalent cation:proton antiporter/ sodium:hydrogen antiporter ",GO:0008150,biological_process,
Bra002439,Bra002439.1,,"AT5G22910 (E=0.0) ATCHX9, CHX9 | ATCHX9; monovalent cation:proton antiporter/ sodium:hydrogen antiporter ",GO:0006810,transport,
Bra002439,Bra002439.1,,"AT5G22910 (E=0.0) ATCHX9, CHX9 | ATCHX9; monovalent cation:proton antiporter/ sodium:hydrogen antiporter ",GO:0009987,cellular process,
Bra002439,Bra002439.1,,"AT5G22910 (E=0.0) ATCHX9, CHX9 | ATCHX9; monovalent cation:proton antiporter/ sodium:hydrogen antiporter ",GO:0003674,molecular_function,
Bra002439,Bra002439.1,,"AT5G22910 (E=0.0) ATCHX9, CHX9 | ATCHX9; monovalent cation:proton antiporter/ sodium:hydrogen antiporter ",GO:0005215,transporter activity,
Bra031401,Bra031401.1,,AT1G61740 (E=5e-203) | unknown protein ,GO:0005575,cellular_component,
Bra031401,Bra031401.1,,AT1G61740 (E=5e-203) | unknown protein ,GO:0016020,membrane,
Bra031401,Bra031401.1,,AT1G61740 (E=5e-203) | unknown protein ,GO:0008150,biological_process,
Bra031401,Bra031401.1,,AT1G61740 (E=5e-203) | unknown protein ,GO:0008152,metabolic process,
Bra031401,Bra031401.1,,AT1G61740 (E=5e-203) | unknown protein ,GO:0019538,protein metabolic process,
Bra031401,Bra031401.1,,AT1G61740 (E=5e-203) | unknown protein ,GO:0036211,protein modification process,
Bra040754,Bra040754.1,,"AT4G12650 (E=0.0) | LOCATED IN: integral to membrane, Golgi apparatus, plasma membrane, vacuole; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nonaspanin (TM9SF) (InterPro:IPR004240); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G35160.1); Has 983 Blast hits to 980 proteins in 161 species: Archae - 0; Bacteria - 0; Metazoa - 434; Fungi - 144; Plants - 228; Viruses - 0; Other Eukaryotes - 177 (source: NCBI BLink). ",GO:0005575,cellular_component,
Bra040754,Bra040754.1,,"AT4G12650 (E=0.0) | LOCATED IN: integral to membrane, Golgi apparatus, plasma membrane, vacuole; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nonaspanin (TM9SF) (InterPro:IPR004240); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G35160.1); Has 983 Blast hits to 980 proteins in 161 species: Archae - 0; Bacteria - 0; Metazoa - 434; Fungi - 144; Plants - 228; Viruses - 0; Other Eukaryotes - 177 (source: NCBI BLink). ",GO:0016020,membrane,
Bra040754,Bra040754.1,,"AT4G12650 (E=0.0) | LOCATED IN: integral to membrane, Golgi apparatus, plasma membrane, vacuole; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nonaspanin (TM9SF) (InterPro:IPR004240); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G35160.1); Has 983 Blast hits to 980 proteins in 161 species: Archae - 0; Bacteria - 0; Metazoa - 434; Fungi - 144; Plants - 228; Viruses - 0; Other Eukaryotes - 177 (source: NCBI BLink). ",GO:0005794,Golgi apparatus,
Bra040754,Bra040754.1,,"AT4G12650 (E=0.0) | LOCATED IN: integral to membrane, Golgi apparatus, plasma membrane, vacuole; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nonaspanin (TM9SF) (InterPro:IPR004240); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G35160.1); Has 983 Blast hits to 980 proteins in 161 species: Archae - 0; Bacteria - 0; Metazoa - 434; Fungi - 144; Plants - 228; Viruses - 0; Other Eukaryotes - 177 (source: NCBI BLink). ",GO:0005768,endosome,
Bra040754,Bra040754.1,,"AT4G12650 (E=0.0) | LOCATED IN: integral to membrane, Golgi apparatus, plasma membrane, vacuole; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nonaspanin (TM9SF) (InterPro:IPR004240); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G35160.1); Has 983 Blast hits to 980 proteins in 161 species: Archae - 0; Bacteria - 0; Metazoa - 434; Fungi - 144; Plants - 228; Viruses - 0; Other Eukaryotes - 177 (source: NCBI BLink). ",GO:0008150,biological_process,
Bra040754,Bra040754.1,,"AT4G12650 (E=0.0) | LOCATED IN: integral to membrane, Golgi apparatus, plasma membrane, vacuole; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nonaspanin (TM9SF) (InterPro:IPR004240); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G35160.1); Has 983 Blast hits to 980 proteins in 161 species: Archae - 0; Bacteria - 0; Metazoa - 434; Fungi - 144; Plants - 228; Viruses - 0; Other Eukaryotes - 177 (source: NCBI BLink). ",GO:0009987,cellular process,
Bra035658,Bra035658.1,EXPA6-201,expansin-A6 [Source:NCBI gene (formerly Entrezgene);Acc:103864932],GO:0008150,biological_process,
Bra035658,Bra035658.1,EXPA6-201,expansin-A6 [Source:NCBI gene (formerly Entrezgene);Acc:103864932],GO:0016043,cellular component organization,
Bra035658,Bra035658.1,EXPA6-201,expansin-A6 [Source:NCBI gene (formerly Entrezgene);Acc:103864932],GO:0009987,cellular process,
Bra035658,Bra035658.1,EXPA6-201,expansin-A6 [Source:NCBI gene (formerly Entrezgene);Acc:103864932],GO:0005575,cellular_component,
Bra035658,Bra035658.1,EXPA6-201,expansin-A6 [Source:NCBI gene (formerly Entrezgene);Acc:103864932],GO:0016020,membrane,
Bra035658,Bra035658.1,EXPA6-201,expansin-A6 [Source:NCBI gene (formerly Entrezgene);Acc:103864932],GO:0005576,extracellular region,
Bra028593,Bra028593.1,,"AT5G10280 (E=1e-143) MYB92, ATMYB92, ATMYB64 | ATMYB92 (MYB DOMAIN PROTEIN 92); DNA binding / transcription factor ",GO:0005575,cellular_component,
Bra028593,Bra028593.1,,"AT5G10280 (E=1e-143) MYB92, ATMYB92, ATMYB64 | ATMYB92 (MYB DOMAIN PROTEIN 92); DNA binding / transcription factor ",GO:0005634,nucleus,
Bra032854,Bra032854.1,,AT1G27930 (E=5e-139) | unknown protein ,GO:0005575,cellular_component,
Bra032854,Bra032854.1,,AT1G27930 (E=5e-139) | unknown protein ,GO:0016020,membrane,
Bra032854,Bra032854.1,,AT1G27930 (E=5e-139) | unknown protein ,GO:0005794,Golgi apparatus,
Bra032854,Bra032854.1,,AT1G27930 (E=5e-139) | unknown protein ,GO:0008150,biological_process,
Bra032854,Bra032854.1,,AT1G27930 (E=5e-139) | unknown protein ,GO:0009987,cellular process,
Bra032854,Bra032854.1,,AT1G27930 (E=5e-139) | unknown protein ,GO:0008152,metabolic process,
Bra032854,Bra032854.1,,AT1G27930 (E=5e-139) | unknown protein ,GO:0009058,biosynthetic process,
Bra032854,Bra032854.1,,AT1G27930 (E=5e-139) | unknown protein ,GO:0005975,carbohydrate metabolic process,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0003824,catalytic activity,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0003674,molecular_function,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0005575,cellular_component,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0009536,plastid,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0009507,chloroplast,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0005737,cytoplasm,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0008150,biological_process,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0009987,cellular process,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0008152,metabolic process,
Bra029665,Bra029665.1,,AT3G07630 (E=7e-186) ADT2 | ADT2 (arogenate dehydratase 2); arogenate dehydratase/ prephenate dehydratase ,GO:0009058,biosynthetic process,
Bra026963,Bra026963.1,,AT1G12610 (E=3e-091) DDF1 | DDF1 (DWARF AND DELAYED FLOWERING 1); DNA binding / sequence-specific DNA binding / transcription factor ,GO:0008150,biological_process,
Bra026963,Bra026963.1,,AT1G12610 (E=3e-091) DDF1 | DDF1 (DWARF AND DELAYED FLOWERING 1); DNA binding / sequence-specific DNA binding / transcription factor ,GO:0003674,molecular_function,
Bra026963,Bra026963.1,,AT1G12610 (E=3e-091) DDF1 | DDF1 (DWARF AND DELAYED FLOWERING 1); DNA binding / sequence-specific DNA binding / transcription factor ,GO:0005488,binding,
Bra026963,Bra026963.1,,AT1G12610 (E=3e-091) DDF1 | DDF1 (DWARF AND DELAYED FLOWERING 1); DNA binding / sequence-specific DNA binding / transcription factor ,GO:0003677,DNA binding,
Bra026963,Bra026963.1,,AT1G12610 (E=3e-091) DDF1 | DDF1 (DWARF AND DELAYED FLOWERING 1); DNA binding / sequence-specific DNA binding / transcription factor ,GO:0003676,nucleic acid binding,
Bra026963,Bra026963.1,,AT1G12610 (E=3e-091) DDF1 | DDF1 (DWARF AND DELAYED FLOWERING 1); DNA binding / sequence-specific DNA binding / transcription factor ,GO:0005575,cellular_component,
Bra026963,Bra026963.1,,AT1G12610 (E=3e-091) DDF1 | DDF1 (DWARF AND DELAYED FLOWERING 1); DNA binding / sequence-specific DNA binding / transcription factor ,GO:0005634,nucleus,
Bra026963,Bra026963.1,,AT1G12610 (E=3e-091) DDF1 | DDF1 (DWARF AND DELAYED FLOWERING 1); DNA binding / sequence-specific DNA binding / transcription factor ,GO:0003700,DNA-binding transcription factor activity,
Bra026963,Bra026963.1,,AT1G12610 (E=3e-091) DDF1 | DDF1 (DWARF AND DELAYED FLOWERING 1); DNA binding / sequence-specific DNA binding / transcription factor ,GO:0140110,transcription regulator activity,
Bra033941,Bra033941.1,,AT1G68390 (E=3e-158) | unknown protein ,GO:0005575,cellular_component,
Bra033941,Bra033941.1,,AT1G68390 (E=3e-158) | unknown protein ,GO:0016020,membrane,
Bra033941,Bra033941.1,,AT1G68390 (E=3e-158) | unknown protein ,GO:0003824,catalytic activity,
Bra033941,Bra033941.1,,AT1G68390 (E=3e-158) | unknown protein ,GO:0003674,molecular_function,
Bra033941,Bra033941.1,,AT1G68390 (E=3e-158) | unknown protein ,GO:0016740,transferase activity,
Bra010981,Bra010981.1,,AT1G25250 (E=2e-147) AtIDD16 | AtIDD16 (Arabidopsis thaliana Indeterminate(ID)-Domain 16); nucleic acid binding / transcription factor/ zinc ion binding ,GO:0003674,molecular_function,
Bra010981,Bra010981.1,,AT1G25250 (E=2e-147) AtIDD16 | AtIDD16 (Arabidopsis thaliana Indeterminate(ID)-Domain 16); nucleic acid binding / transcription factor/ zinc ion binding ,GO:0005488,binding,
Bra010981,Bra010981.1,,AT1G25250 (E=2e-147) AtIDD16 | AtIDD16 (Arabidopsis thaliana Indeterminate(ID)-Domain 16); nucleic acid binding / transcription factor/ zinc ion binding ,GO:0003677,DNA binding,
Bra010981,Bra010981.1,,AT1G25250 (E=2e-147) AtIDD16 | AtIDD16 (Arabidopsis thaliana Indeterminate(ID)-Domain 16); nucleic acid binding / transcription factor/ zinc ion binding ,GO:0003676,nucleic acid binding,
Bra010981,Bra010981.1,,AT1G25250 (E=2e-147) AtIDD16 | AtIDD16 (Arabidopsis thaliana Indeterminate(ID)-Domain 16); nucleic acid binding / transcription factor/ zinc ion binding ,GO:0008150,biological_process,
Bra010981,Bra010981.1,,AT1G25250 (E=2e-147) AtIDD16 | AtIDD16 (Arabidopsis thaliana Indeterminate(ID)-Domain 16); nucleic acid binding / transcription factor/ zinc ion binding ,GO:0005575,cellular_component,
Bra010981,Bra010981.1,,AT1G25250 (E=2e-147) AtIDD16 | AtIDD16 (Arabidopsis thaliana Indeterminate(ID)-Domain 16); nucleic acid binding / transcription factor/ zinc ion binding ,GO:0005634,nucleus,
Bra010981,Bra010981.1,,AT1G25250 (E=2e-147) AtIDD16 | AtIDD16 (Arabidopsis thaliana Indeterminate(ID)-Domain 16); nucleic acid binding / transcription factor/ zinc ion binding ,GO:0003700,DNA-binding transcription factor activity,
Bra010981,Bra010981.1,,AT1G25250 (E=2e-147) AtIDD16 | AtIDD16 (Arabidopsis thaliana Indeterminate(ID)-Domain 16); nucleic acid binding / transcription factor/ zinc ion binding ,GO:0140110,transcription regulator activity,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0003674,molecular_function,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0005488,binding,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0003824,catalytic activity,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0016740,transferase activity,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0005575,cellular_component,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0005829,cytosol,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0008150,biological_process,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0009987,cellular process,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0008152,metabolic process,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0006139,nucleobase-containing compound metabolic process,
Bra014473,Bra014473.1,,"AT3G60750 (E=0.0) | transketolase, putative ",GO:0006091,generation of precursor metabolites and energy,
Bra032145,Bra032145.1,RZFP3-201,,GO:0003674,molecular_function,
Bra032145,Bra032145.1,RZFP3-201,,GO:0005488,binding,
Bra032145,Bra032145.1,RZFP3-201,,GO:0005575,cellular_component,
Bra032145,Bra032145.1,RZFP3-201,,GO:0016020,membrane,
Bra032145,Bra032145.1,RZFP3-201,,GO:0003824,catalytic activity,
Bra032145,Bra032145.1,RZFP3-201,,GO:0016740,transferase activity,
Bra032145,Bra032145.1,RZFP3-201,,GO:0005783,endoplasmic reticulum,
Bra032145,Bra032145.1,RZFP3-201,,GO:0008150,biological_process,
Bra032145,Bra032145.1,RZFP3-201,,GO:0008152,metabolic process,
Bra032145,Bra032145.1,RZFP3-201,,GO:0019538,protein metabolic process,
Bra032145,Bra032145.1,RZFP3-201,,GO:0036211,protein modification process,
Bra032145,Bra032145.1,RZFP3-201,,GO:0009056,catabolic process,
Bra032145,Bra032145.1,RZFP3-201,,GO:0005515,protein binding,
Bra032145,Bra032145.1,RZFP3-201,,GO:0009987,cellular process,
Bra032145,Bra032145.1,RZFP3-201,,GO:0006950,response to stress,
Bra032145,Bra032145.1,RZFP3-201,,GO:0042221,response to chemical,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0003674,molecular_function,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0005198,structural molecule activity,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0008150,biological_process,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0009987,cellular process,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0008152,metabolic process,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0009058,biosynthetic process,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0019538,protein metabolic process,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0006412,translation,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0005575,cellular_component,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0005840,ribosome,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0005488,binding,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0003676,nucleic acid binding,
Bra036669,Bra036669.1,,AT3G24830 (E=2e-111) | 60S ribosomal protein L13A (RPL13aB) ,GO:0003723,RNA binding,
Bra019999,Bra019999.1,BcpLH-201,,GO:0003674,molecular_function,
Bra019999,Bra019999.1,BcpLH-201,,GO:0005488,binding,
Bra019999,Bra019999.1,BcpLH-201,,GO:0003676,nucleic acid binding,
Bra019999,Bra019999.1,BcpLH-201,,GO:0003723,RNA binding,
Bra019999,Bra019999.1,BcpLH-201,,GO:0005575,cellular_component,
Bra019999,Bra019999.1,BcpLH-201,,GO:0005634,nucleus,
Bra019999,Bra019999.1,BcpLH-201,,GO:0008150,biological_process,
Bra019999,Bra019999.1,BcpLH-201,,GO:0008152,metabolic process,
Bra019999,Bra019999.1,BcpLH-201,,GO:0006139,nucleobase-containing compound metabolic process,
Bra019999,Bra019999.1,BcpLH-201,,GO:0003824,catalytic activity,
Bra019999,Bra019999.1,BcpLH-201,,GO:0016787,hydrolase activity,
Bra019999,Bra019999.1,BcpLH-201,,GO:0004518,nuclease activity,
Bra026506,Bra026506.1,,"AT5G23280 (E=9e-046) | TCP family transcription factor, putative ",GO:0005575,cellular_component,
Bra026506,Bra026506.1,,"AT5G23280 (E=9e-046) | TCP family transcription factor, putative ",GO:0005634,nucleus,
Bra026506,Bra026506.1,,"AT5G23280 (E=9e-046) | TCP family transcription factor, putative ",GO:0003674,molecular_function,
Bra026506,Bra026506.1,,"AT5G23280 (E=9e-046) | TCP family transcription factor, putative ",GO:0003700,DNA-binding transcription factor activity,
Bra026506,Bra026506.1,,"AT5G23280 (E=9e-046) | TCP family transcription factor, putative ",GO:0140110,transcription regulator activity,
Bra026506,Bra026506.1,,"AT5G23280 (E=9e-046) | TCP family transcription factor, putative ",GO:0008150,biological_process,
Bra026506,Bra026506.1,,"AT5G23280 (E=9e-046) | TCP family transcription factor, putative ",GO:0005488,binding,
Bra026506,Bra026506.1,,"AT5G23280 (E=9e-046) | TCP family transcription factor, putative ",GO:0003677,DNA binding,
Bra026506,Bra026506.1,,"AT5G23280 (E=9e-046) | TCP family transcription factor, putative ",GO:0003676,nucleic acid binding,
Bra017205,Bra017205.1,,AT2G37150 (E=9e-215) | zinc finger (C3HC4-type RING finger) family protein ,GO:0003824,catalytic activity,
Bra017205,Bra017205.1,,AT2G37150 (E=9e-215) | zinc finger (C3HC4-type RING finger) family protein ,GO:0003674,molecular_function,
Bra017205,Bra017205.1,,AT2G37150 (E=9e-215) | zinc finger (C3HC4-type RING finger) family protein ,GO:0016740,transferase activity,
Bra018781,Bra018781.1,,AT1G49230 (E=4e-084) | zinc finger (C3HC4-type RING finger) family protein ,GO:0005575,cellular_component,
Bra018781,Bra018781.1,,AT1G49230 (E=4e-084) | zinc finger (C3HC4-type RING finger) family protein ,GO:0016020,membrane,
Bra018781,Bra018781.1,,AT1G49230 (E=4e-084) | zinc finger (C3HC4-type RING finger) family protein ,GO:0008150,biological_process,
Bra018781,Bra018781.1,,AT1G49230 (E=4e-084) | zinc finger (C3HC4-type RING finger) family protein ,GO:0008152,metabolic process,
Bra018781,Bra018781.1,,AT1G49230 (E=4e-084) | zinc finger (C3HC4-type RING finger) family protein ,GO:0019538,protein metabolic process,
Bra018781,Bra018781.1,,AT1G49230 (E=4e-084) | zinc finger (C3HC4-type RING finger) family protein ,GO:0036211,protein modification process,
Bra018781,Bra018781.1,,AT1G49230 (E=4e-084) | zinc finger (C3HC4-type RING finger) family protein ,GO:0003824,catalytic activity,
Bra018781,Bra018781.1,,AT1G49230 (E=4e-084) | zinc finger (C3HC4-type RING finger) family protein ,GO:0003674,molecular_function,
Bra018781,Bra018781.1,,AT1G49230 (E=4e-084) | zinc finger (C3HC4-type RING finger) family protein ,GO:0016740,transferase activity,
Bra020212,Bra020212.1,,"AT5G22740 (E=3e-315) ATCSLA02, CSLA02, ATCSLA2 | ATCSLA02; mannan synthase/ transferase, transferring glycosyl groups ",GO:0008150,biological_process,
Bra020212,Bra020212.1,,"AT5G22740 (E=3e-315) ATCSLA02, CSLA02, ATCSLA2 | ATCSLA02; mannan synthase/ transferase, transferring glycosyl groups ",GO:0016043,cellular component organization,
Bra020212,Bra020212.1,,"AT5G22740 (E=3e-315) ATCSLA02, CSLA02, ATCSLA2 | ATCSLA02; mannan synthase/ transferase, transferring glycosyl groups ",GO:0009987,cellular process,
Bra020212,Bra020212.1,,"AT5G22740 (E=3e-315) ATCSLA02, CSLA02, ATCSLA2 | ATCSLA02; mannan synthase/ transferase, transferring glycosyl groups ",GO:0005575,cellular_component,
Bra020212,Bra020212.1,,"AT5G22740 (E=3e-315) ATCSLA02, CSLA02, ATCSLA2 | ATCSLA02; mannan synthase/ transferase, transferring glycosyl groups ",GO:0016020,membrane,
Bra020212,Bra020212.1,,"AT5G22740 (E=3e-315) ATCSLA02, CSLA02, ATCSLA2 | ATCSLA02; mannan synthase/ transferase, transferring glycosyl groups ",GO:0005794,Golgi apparatus,
Bra020212,Bra020212.1,,"AT5G22740 (E=3e-315) ATCSLA02, CSLA02, ATCSLA2 | ATCSLA02; mannan synthase/ transferase, transferring glycosyl groups ",GO:0003824,catalytic activity,
Bra020212,Bra020212.1,,"AT5G22740 (E=3e-315) ATCSLA02, CSLA02, ATCSLA2 | ATCSLA02; mannan synthase/ transferase, transferring glycosyl groups ",GO:0003674,molecular_function,
Bra020212,Bra020212.1,,"AT5G22740 (E=3e-315) ATCSLA02, CSLA02, ATCSLA2 | ATCSLA02; mannan synthase/ transferase, transferring glycosyl groups ",GO:0016740,transferase activity,
Bra018439,Bra018439.1,,"AT1G10470 (E=8e-086) ARR4, MEE7, ATRR1, IBC7 | ARR4 (RESPONSE REGULATOR 4); protein binding / transcription regulator/ two-component response regulator ",GO:0005575,cellular_component,
Bra018439,Bra018439.1,,"AT1G10470 (E=8e-086) ARR4, MEE7, ATRR1, IBC7 | ARR4 (RESPONSE REGULATOR 4); protein binding / transcription regulator/ two-component response regulator ",GO:0005634,nucleus,
Bra018439,Bra018439.1,,"AT1G10470 (E=8e-086) ARR4, MEE7, ATRR1, IBC7 | ARR4 (RESPONSE REGULATOR 4); protein binding / transcription regulator/ two-component response regulator ",GO:0008150,biological_process,
Bra018439,Bra018439.1,,"AT1G10470 (E=8e-086) ARR4, MEE7, ATRR1, IBC7 | ARR4 (RESPONSE REGULATOR 4); protein binding / transcription regulator/ two-component response regulator ",GO:0009987,cellular process,
Bra018439,Bra018439.1,,"AT1G10470 (E=8e-086) ARR4, MEE7, ATRR1, IBC7 | ARR4 (RESPONSE REGULATOR 4); protein binding / transcription regulator/ two-component response regulator ",GO:0007165,signal transduction,
Bra009565,Bra009565.1,,"AT5G02810 (E=9e-279) PRR7, APRR7 | PRR7 (PSEUDO-RESPONSE REGULATOR 7); transcription regulator/ two-component response regulator ",GO:0005575,cellular_component,
Bra009565,Bra009565.1,,"AT5G02810 (E=9e-279) PRR7, APRR7 | PRR7 (PSEUDO-RESPONSE REGULATOR 7); transcription regulator/ two-component response regulator ",GO:0005634,nucleus,
Bra009565,Bra009565.1,,"AT5G02810 (E=9e-279) PRR7, APRR7 | PRR7 (PSEUDO-RESPONSE REGULATOR 7); transcription regulator/ two-component response regulator ",GO:0008150,biological_process,
Bra009565,Bra009565.1,,"AT5G02810 (E=9e-279) PRR7, APRR7 | PRR7 (PSEUDO-RESPONSE REGULATOR 7); transcription regulator/ two-component response regulator ",GO:0009987,cellular process,
Bra009565,Bra009565.1,,"AT5G02810 (E=9e-279) PRR7, APRR7 | PRR7 (PSEUDO-RESPONSE REGULATOR 7); transcription regulator/ two-component response regulator ",GO:0007165,signal transduction,
Bra004651,Bra004651.1,,"AT2G41810 (E=8e-198) | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF642 (InterPro:IPR006946), Galactose-binding like (InterPro:IPR008979); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G41800.1); Has 161 Blast hits to 157 proteins in 12 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 159; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). ",GO:0005575,cellular_component,
Bra004651,Bra004651.1,,"AT2G41810 (E=8e-198) | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF642 (InterPro:IPR006946), Galactose-binding like (InterPro:IPR008979); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G41800.1); Has 161 Blast hits to 157 proteins in 12 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 159; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). ",GO:0005576,extracellular region,
